TcCLB.427355.10,153,54.69,20.43,2,o22-41i126-148o
TcCLB.428999.10,961,63.21,19.66,2,o15-37i502-524o
TcCLB.428999.20,168,27.30,0.19,1,o145-167i
TcCLB.428999.30,291,44.86,22.60,2,i3-25o186-208i
TcCLB.429185.20,525,0.00,0.00,0,o
TcCLB.429185.31,399,27.22,15.99,1,i43-65o
TcCLB.429257.10,326,3.40,0.00,0,o
TcCLB.429257.20,412,117.71,0.19,5,i62-84o104-126i208-230o259-278i285-307o
TcCLB.430061.9,387,0.09,0.09,0,o
TcCLB.430281.10,257,0.42,0.00,0,o
TcCLB.430281.20,86,1.99,1.48,0,o
TcCLB.430539.10,158,0.00,0.00,0,o
TcCLB.430539.20,83,46.51,31.29,2,o20-42i54-76o
TcCLB.430605.10,996,0.01,0.00,0,o
TcCLB.430605.20,342,0.08,0.00,0,o
TcCLB.430605.29,214,0.00,0.00,0,o
TcCLB.430605.40,302,0.01,0.01,0,o
TcCLB.430737.10,39,4.91,4.91,0,i
TcCLB.430737.20,149,0.00,0.00,0,o
TcCLB.430895.10,259,119.22,0.00,5,i72-89o99-121i128-150o165-187i192-214o
TcCLB.430895.16,95,22.87,19.46,0,o
TcCLB.430895.4,47,21.09,21.09,1,i5-27o
TcCLB.432027.9,193,0.40,0.20,0,o
TcCLB.432621.9,426,24.67,3.14,0,o
TcCLB.432787.10,264,0.00,0.00,0,o
TcCLB.433033.10,347,22.04,21.97,1,i27-49o
TcCLB.433273.10,422,0.06,0.00,0,o
TcCLB.433673.10,458,37.22,14.61,1,i46-68o
TcCLB.434259.10,351,0.25,0.17,0,o
TcCLB.434259.19,152,0.00,0.00,0,o
TcCLB.434931.10,264,0.00,0.00,0,o
TcCLB.434931.20,223,0.01,0.00,0,o
TcCLB.434945.10,224,0.14,0.11,0,o
TcCLB.434945.4,191,0.02,0.02,0,o
TcCLB.435601.10,428,0.06,0.04,0,o
TcCLB.436497.10,673,38.11,0.00,2,o623-645i650-667o
TcCLB.436521.9,362,30.65,26.03,1,i7-29o
TcCLB.436535.10,252,102.69,0.00,5,o91-113i120-142o146-164i171-193o216-238i
TcCLB.436535.19,279,0.00,0.00,0,o
TcCLB.437121.9,716,16.70,15.19,0,o
TcCLB.437545.10,300,86.03,0.00,4,i86-108o159-178i190-209o247-269i
TcCLB.437805.9,542,0.00,0.00,0,o
TcCLB.438059.10,169,0.20,0.20,0,o
TcCLB.438147.18,121,0.01,0.00,0,o
TcCLB.438147.9,261,101.25,13.64,5,o10-29i83-105o125-147i159-181o191-208i
TcCLB.438897.10,196,0.00,0.00,0,i
TcCLB.438923.10,475,20.76,20.76,1,i12-34o
TcCLB.439245.10,152,14.48,14.48,0,o
TcCLB.439307.19,116,39.46,16.53,1,o66-88i
TcCLB.439307.9,140,20.27,19.73,1,i7-24o
TcCLB.439653.10,142,1.63,1.63,0,o
TcCLB.439803.9,649,0.06,0.00,0,o
TcCLB.441061.9,354,0.00,0.00,0,o
TcCLB.441241.10,413,0.02,0.01,0,o
TcCLB.441401.10,242,0.06,0.00,0,o
TcCLB.442297.10,110,0.04,0.00,0,o
TcCLB.442383.19,214,0.00,0.00,0,o
TcCLB.442383.9,109,0.44,0.00,0,o
TcCLB.442427.10,294,0.14,0.00,0,o
TcCLB.442629.9,377,0.25,0.00,0,o
TcCLB.443683.9,437,0.14,0.00,0,o
TcCLB.444331.10,218,10.95,0.00,0,o
TcCLB.445011.10,278,0.01,0.00,0,o
TcCLB.445011.19,285,65.03,22.50,2,i13-35o83-102i
TcCLB.445281.9,422,0.00,0.00,0,o
TcCLB.445553.10,514,22.45,0.00,1,o240-262i
TcCLB.445635.10,697,32.72,0.01,1,i302-324o
TcCLB.445849.10,356,0.41,0.00,0,o
TcCLB.445869.10,383,0.00,0.00,0,o
TcCLB.447255.10,157,81.87,22.24,4,i5-27o61-83i85-102o117-136i
TcCLB.447255.20,241,0.43,0.36,0,o
TcCLB.447255.29,220,0.06,0.06,0,o
TcCLB.447255.4,78,0.22,0.02,0,i
TcCLB.447705.19,59,21.99,21.99,1,i5-27o
TcCLB.447705.9,216,0.02,0.02,0,o
TcCLB.447847.10,320,1.99,1.95,0,o
TcCLB.447847.19,504,20.06,0.84,1,i80-102o
TcCLB.447925.10,71,20.15,20.15,1,o4-23i
TcCLB.448197.10,87,21.42,0.00,1,o64-86i
TcCLB.448387.9,549,0.08,0.00,0,o
TcCLB.448567.9,465,0.09,0.01,0,o
TcCLB.449247.10,152,0.01,0.01,0,o
TcCLB.449247.20,192,0.07,0.00,0,o
TcCLB.449247.4,178,0.00,0.00,0,o
TcCLB.450061.10,699,1.39,0.00,0,o
TcCLB.450155.9,286,21.35,0.00,1,o146-168i
TcCLB.453917.9,361,0.00,0.00,0,o
TcCLB.454787.10,80,0.92,0.01,0,o
TcCLB.454787.20,99,0.11,0.11,0,o
TcCLB.455171.9,410,21.97,21.97,1,i21-43o
TcCLB.456097.10,220,0.44,0.00,0,o
TcCLB.456097.30,353,48.22,22.11,2,i5-27o245-267i
TcCLB.456139.10,296,0.11,0.11,0,o
TcCLB.456627.10,331,0.00,0.00,0,o
TcCLB.457109.9,416,26.83,2.27,0,o
TcCLB.457547.9,1443,37.84,9.86,0,o
TcCLB.458015.10,501,0.03,0.00,0,o
TcCLB.458015.4,276,0.14,0.00,0,o
TcCLB.458153.10,430,0.01,0.00,0,o
TcCLB.459793.10,125,22.93,5.82,1,i100-122o
TcCLB.459793.20,166,18.59,18.59,1,i9-31o
TcCLB.460061.10,204,1.54,0.57,0,o
TcCLB.460061.20,116,21.60,15.48,1,i44-66o
TcCLB.461165.10,978,0.06,0.00,0,o
TcCLB.461165.16,84,0.02,0.02,0,o
TcCLB.461165.4,253,0.00,0.00,0,o
TcCLB.461515.10,452,8.40,8.38,0,o
TcCLB.461927.9,563,0.16,0.06,0,o
TcCLB.462545.9,580,13.91,2.82,0,o
TcCLB.462617.10,557,0.04,0.01,0,o
TcCLB.462761.10,443,39.53,20.89,2,i9-31o421-440i
TcCLB.462761.16,78,34.07,32.94,1,i7-29o
TcCLB.462761.4,321,0.07,0.00,0,o
TcCLB.463155.10,273,1.69,0.10,0,o
TcCLB.463155.20,987,0.16,0.02,0,o
TcCLB.463155.40,839,7.34,7.07,0,o
TcCLB.463297.10,206,0.00,0.00,0,o
TcCLB.463673.9,432,0.41,0.09,0,o
TcCLB.464807.10,236,2.39,0.00,0,o
TcCLB.464807.20,621,0.03,0.00,0,o
TcCLB.466007.9,535,76.11,0.09,0,o
TcCLB.466529.9,299,46.21,21.62,2,i7-29o251-273i
TcCLB.466823.10,304,5.76,0.01,0,o
TcCLB.466823.20,60,0.00,0.00,0,i
TcCLB.466879.10,22,0.00,0.00,0,i
TcCLB.466965.10,537,18.93,7.36,0,o
TcCLB.468217.14,426,11.28,11.28,0,o
TcCLB.468217.30,474,4.06,0.00,0,o
TcCLB.468405.9,444,55.21,2.08,0,o
TcCLB.468941.9,452,0.73,0.00,0,o
TcCLB.469435.10,197,23.35,12.07,1,i50-72o
TcCLB.469435.4,188,0.00,0.00,0,o
TcCLB.469785.10,534,0.03,0.00,0,o
TcCLB.469785.20,260,0.00,0.00,0,o
TcCLB.469785.30,418,0.02,0.02,0,o
TcCLB.469785.40,212,0.01,0.00,0,o
TcCLB.469785.5,156,0.00,0.00,0,o
TcCLB.470169.9,173,91.93,37.16,4,i13-35o45-67i88-110o125-147i
TcCLB.472253.10,315,0.01,0.01,0,o
TcCLB.473111.10,278,96.54,29.06,4,i24-53o79-101i114-136o182-204i
TcCLB.473619.9,434,39.99,0.01,0,o
TcCLB.473633.9,447,1.36,0.10,0,o
TcCLB.474341.9,509,0.17,0.01,0,o
TcCLB.475705.9,719,0.18,0.00,0,o
TcCLB.476421.9,594,0.00,0.00,0,o
TcCLB.477079.10,254,0.37,0.00,0,o
TcCLB.477983.10,181,0.01,0.01,0,o
TcCLB.478671.9,480,2.51,0.00,0,o
TcCLB.478711.10,431,0.13,0.00,0,o
TcCLB.479253.9,142,59.87,2.51,2,i81-103o113-135i
TcCLB.479379.9,402,0.00,0.00,0,o
TcCLB.479517.30,191,5.51,0.87,0,o
TcCLB.479517.40,168,0.05,0.00,0,o
TcCLB.479517.50,141,18.24,0.00,0,o
TcCLB.479721.10,288,0.02,0.00,0,o
TcCLB.480653.10,306,0.06,0.00,0,o
TcCLB.480785.10,452,0.01,0.00,0,o
TcCLB.480975.10,272,0.04,0.01,0,o
TcCLB.480997.10,589,0.00,0.00,0,o
TcCLB.482097.10,192,0.22,0.03,0,o
TcCLB.482097.20,25,0.00,0.00,0,i
TcCLB.482369.10,485,1.42,0.00,0,o
TcCLB.482369.20,1102,4.18,0.01,0,o
TcCLB.482369.29,237,0.00,0.00,0,o
TcCLB.482471.10,118,0.01,0.01,0,o
TcCLB.482471.19,209,0.40,0.37,0,o
TcCLB.482971.9,470,12.35,0.01,0,o
TcCLB.483623.10,346,0.00,0.00,0,o
TcCLB.483813.10,172,15.41,12.07,0,o
TcCLB.484299.10,189,0.25,0.09,0,o
TcCLB.484299.4,172,1.05,0.40,0,o
TcCLB.484311.10,631,0.00,0.00,0,o
TcCLB.484949.9,656,0.00,0.00,0,o
TcCLB.485845.9,498,19.87,1.39,0,o
TcCLB.485889.10,927,0.01,0.00,0,o
TcCLB.485889.16,237,12.78,0.02,0,o
TcCLB.485889.4,114,0.00,0.00,0,o
TcCLB.486465.9,243,44.59,25.62,2,i20-42o65-87i
TcCLB.486901.10,330,5.22,5.21,0,o
TcCLB.487507.10,199,0.54,0.54,0,o
TcCLB.492827.10,84,18.01,13.66,1,i43-65o
TcCLB.498829.10,210,22.77,22.77,1,i7-29o
TcCLB.498829.21,222,1.05,1.03,0,o
TcCLB.503391.10,136,0.01,0.00,0,o
TcCLB.503393.10,249,93.46,0.00,4,i74-96o106-128i149-171o222-244i
TcCLB.503397.10,1023,30.31,1.64,1,i67-89o
TcCLB.503397.5,104,1.00,0.99,0,o
TcCLB.503401.11,81,0.00,0.00,0,o
TcCLB.503401.20,331,6.75,0.02,0,o
TcCLB.503401.29,120,13.34,13.31,1,o10-32i
TcCLB.503401.40,561,4.48,4.23,0,o
TcCLB.503405.10,421,19.68,19.65,1,i5-27o
TcCLB.503407.10,204,0.00,0.00,0,o
TcCLB.503407.20,741,0.28,0.00,0,o
TcCLB.503409.10,824,0.02,0.00,0,o
TcCLB.503409.20,467,0.00,0.00,0,o
TcCLB.503419.10,317,0.03,0.01,0,o
TcCLB.503419.20,608,1.87,1.82,0,o
TcCLB.503419.30,445,0.44,0.00,0,o
TcCLB.503419.40,334,3.60,0.00,0,o
TcCLB.503419.50,349,0.01,0.00,0,o
TcCLB.503419.54,246,68.68,1.00,3,i91-110o136-158i205-227o
TcCLB.503419.60,602,25.06,2.41,1,o285-307i
TcCLB.503425.10,333,0.41,0.10,0,o
TcCLB.503425.20,127,0.00,0.00,0,o
TcCLB.503425.29,446,1.27,0.02,0,o
TcCLB.503425.5,107,22.48,12.80,0,o
TcCLB.503433.10,423,0.03,0.00,0,o
TcCLB.503433.20,509,0.00,0.00,0,o
TcCLB.503433.30,155,23.63,9.40,1,i55-77o
TcCLB.503435.14,823,41.97,2.10,2,i58-80o746-765i
TcCLB.503435.30,718,0.01,0.01,0,o
TcCLB.503441.10,847,2.08,2.01,0,o
TcCLB.503441.19,463,2.26,0.00,0,o
TcCLB.503441.5,352,23.53,15.09,1,i44-66o
TcCLB.503447.20,754,34.04,16.06,1,i43-65o
TcCLB.503447.40,682,0.09,0.00,0,o
TcCLB.503447.50,885,25.05,18.13,1,i42-64o
TcCLB.503447.60,278,0.05,0.01,0,o
TcCLB.503449.10,166,0.14,0.00,0,o
TcCLB.503449.14,180,0.02,0.00,0,o
TcCLB.503449.20,212,0.01,0.00,0,o
TcCLB.503449.30,500,0.15,0.00,0,o
TcCLB.503449.40,588,0.00,0.00,0,o
TcCLB.503449.5,33,0.00,0.00,0,o
TcCLB.503453.100,560,25.23,0.00,1,i84-106o
TcCLB.503453.10,265,0.01,0.01,0,o
TcCLB.503453.20,359,0.00,0.00,0,o
TcCLB.503453.30,105,0.00,0.00,0,i
TcCLB.503453.40,105,0.00,0.00,0,i
TcCLB.503453.4,73,39.91,28.57,2,o10-32i53-72o
TcCLB.503453.50,649,0.47,0.00,0,o
TcCLB.503453.60,557,0.27,0.08,0,o
TcCLB.503453.64,79,40.21,39.89,2,i7-23o38-60i
TcCLB.503453.70,1435,0.08,0.00,0,o
TcCLB.503453.80,350,0.00,0.00,0,o
TcCLB.503453.90,342,0.18,0.01,0,o
TcCLB.503455.10,660,0.00,0.00,0,o
TcCLB.503455.20,220,0.72,0.00,0,o
TcCLB.503455.30,1239,0.02,0.00,0,o
TcCLB.503457.10,288,0.00,0.00,0,o
TcCLB.503457.4,82,19.34,4.99,1,i54-76o
TcCLB.503467.20,482,0.48,0.43,0,o
TcCLB.503467.30,166,0.00,0.00,0,o
TcCLB.503467.9,588,0.41,0.00,0,o
TcCLB.503477.10,354,0.00,0.00,0,o
TcCLB.503477.20,331,0.47,0.00,0,o
TcCLB.503477.30,556,23.26,23.03,1,i13-35o
TcCLB.503479.10,192,1.31,0.70,0,o
TcCLB.503479.20,198,0.03,0.00,0,o
TcCLB.503479.30,260,0.00,0.00,0,o
TcCLB.503479.40,1216,0.35,0.00,0,o
TcCLB.503479.49,92,0.05,0.00,0,o
TcCLB.503479.60,538,40.09,20.70,2,o5-27i315-337o
TcCLB.503479.70,1271,0.00,0.00,0,o
TcCLB.503483.9,916,8.89,8.79,0,o
TcCLB.503485.20,442,75.86,0.00,3,i74-96o101-118i174-208o
TcCLB.503487.10,199,0.03,0.00,0,o
TcCLB.503487.20,778,0.00,0.00,0,o
TcCLB.503487.30,265,0.00,0.00,0,o
TcCLB.503487.40,851,0.21,0.20,0,o
TcCLB.503487.50,395,20.73,20.62,1,i17-36o
TcCLB.503487.60,207,0.03,0.03,0,o
TcCLB.503487.70,382,162.01,28.19,7,o22-44i184-203o213-230i237-259o264-286i293-315o320-339i
TcCLB.503489.10,722,0.03,0.00,0,o
TcCLB.503489.20,634,83.73,44.70,4,o10-32i39-61o76-95i115-137o
TcCLB.503489.24,299,91.19,2.94,4,i57-79o94-116i128-150o265-287i
TcCLB.503489.30,368,0.00,0.00,0,o
TcCLB.503493.10,502,0.05,0.03,0,o
TcCLB.503493.20,490,0.01,0.01,0,o
TcCLB.503493.30,540,0.00,0.00,0,o
TcCLB.503493.40,365,4.17,0.02,0,o
TcCLB.503501.14,210,15.12,0.14,0,o
TcCLB.503501.30,363,26.20,1.43,0,o
TcCLB.503501.50,823,18.04,12.69,0,o
TcCLB.503501.60,163,1.63,1.46,0,o
TcCLB.503501.70,260,13.65,0.00,0,o
TcCLB.503501.7,128,20.42,20.41,1,o5-27i
TcCLB.503503.15,244,0.27,0.00,0,o
TcCLB.503503.30,222,29.62,13.45,1,i7-29o
TcCLB.503503.40,282,22.40,8.54,0,o
TcCLB.503509.10,814,22.13,22.12,1,i20-42o
TcCLB.503511.10,724,22.75,0.29,1,i62-84o
TcCLB.503513.10,408,0.59,0.00,0,o
TcCLB.503513.20,1040,0.10,0.00,0,o
TcCLB.503513.40,227,0.00,0.00,0,o
TcCLB.503515.14,238,0.01,0.00,0,o
TcCLB.503515.20,810,0.23,0.22,0,o
TcCLB.503515.7,296,1.12,0.00,0,o
TcCLB.503525.10,187,0.16,0.05,0,o
TcCLB.503525.20,602,0.03,0.03,0,o
TcCLB.503525.30,330,19.72,19.60,1,i21-40o
TcCLB.503525.40,636,4.04,1.91,0,o
TcCLB.503525.4,476,54.85,0.04,2,o98-120i151-170o
TcCLB.503525.50,203,0.15,0.03,0,o
TcCLB.503527.10,514,47.59,0.00,2,i439-458o478-500i
TcCLB.503527.20,275,1.39,0.00,0,o
TcCLB.503527.29,140,0.46,0.46,0,o
TcCLB.503527.40,608,212.24,9.57,9,i51-73o111-133i190-212o246-268i281-303o332-354i367-389o395-412i424-443o
TcCLB.503527.4,288,0.15,0.15,0,o
TcCLB.503527.50,227,5.04,0.09,0,o
TcCLB.503527.60,349,0.00,0.00,0,o
TcCLB.503529.10,59,0.00,0.00,0,o
TcCLB.503529.20,527,0.92,0.00,0,o
TcCLB.503529.30,525,0.00,0.00,0,o
TcCLB.503531.10,228,22.13,21.60,1,i5-27o
TcCLB.503531.20,572,3.04,0.32,0,o
TcCLB.503531.30,373,0.37,0.01,0,o
TcCLB.503531.40,200,0.11,0.08,0,o
TcCLB.503531.49,220,0.00,0.00,0,o
TcCLB.503535.9,1352,1.35,0.00,0,o
TcCLB.503547.20,2909,188.20,0.50,6,o2592-2614i2635-2657o2667-2689i2735-2757o2767-2789i2798-2820o
TcCLB.503551.20,782,0.12,0.02,0,o
TcCLB.503557.10,246,0.01,0.01,0,o
TcCLB.503557.14,95,0.00,0.00,0,i
TcCLB.503557.20,204,0.93,0.25,0,o
TcCLB.503557.30,431,0.00,0.00,0,o
TcCLB.503557.40,286,105.77,20.21,5,o10-28i90-112o127-146i166-184o225-247i
TcCLB.503557.49,160,0.07,0.00,0,o
TcCLB.503561.10,493,0.01,0.00,0,o
TcCLB.503561.20,453,0.56,0.05,0,o
TcCLB.503571.10,581,40.69,22.54,1,i13-35o
TcCLB.503571.19,708,45.10,22.41,2,i7-29o644-666i
TcCLB.503575.27,315,21.18,0.00,1,o246-268i
TcCLB.503575.34,82,0.00,0.00,0,o
TcCLB.503575.40,154,22.35,8.63,1,o55-77i
TcCLB.503575.50,703,0.20,0.00,0,o
TcCLB.503575.54,308,0.06,0.04,0,o
TcCLB.503575.60,372,0.01,0.00,0,o
TcCLB.503577.20,233,0.00,0.00,0,o
TcCLB.503577.9,251,18.77,0.00,1,o198-220i
TcCLB.503579.100,348,2.60,2.59,0,o
TcCLB.503579.10,1293,128.78,11.17,5,i401-423o438-460i481-503o513-535i562-584o
TcCLB.503579.110,655,2.63,2.18,0,o
TcCLB.503579.119,95,0.00,0.00,0,o
TcCLB.503579.130,426,0.51,0.04,0,o
TcCLB.503579.140,226,18.00,17.98,1,i26-45o
TcCLB.503579.150,577,48.31,25.17,2,o24-46i396-418o
TcCLB.503579.20,449,0.15,0.00,0,o
TcCLB.503579.30,465,21.96,0.00,0,o
TcCLB.503579.40,452,65.84,29.43,3,i25-44o49-71i84-106o
TcCLB.503579.50,953,50.95,0.00,0,o
TcCLB.503579.60,452,0.44,0.00,0,o
TcCLB.503579.70,109,51.95,19.76,2,o47-69i81-103o
TcCLB.503579.80,433,18.43,17.48,1,i13-30o
TcCLB.503579.90,252,30.74,8.59,1,o147-169i
TcCLB.503589.10,383,0.65,0.63,0,o
TcCLB.503589.19,138,0.01,0.01,0,o
TcCLB.503595.10,684,11.75,0.01,0,o
TcCLB.503595.19,442,0.07,0.01,0,o
TcCLB.503599.10,502,0.02,0.00,0,o
TcCLB.503599.20,355,0.31,0.02,0,o
TcCLB.503599.30,622,25.37,4.71,0,o
TcCLB.503599.40,996,0.00,0.00,0,o
TcCLB.503599.50,366,0.00,0.00,0,o
TcCLB.503599.60,113,19.83,19.83,1,i7-26o
TcCLB.503599.70,59,5.09,5.09,0,o
TcCLB.503601.10,793,19.71,9.34,0,o
TcCLB.503601.20,266,0.01,0.00,0,o
TcCLB.503611.10,451,0.00,0.00,0,o
TcCLB.503611.20,125,0.69,0.69,0,o
TcCLB.503611.30,496,61.07,30.44,2,i7-29o460-482i
TcCLB.503611.40,125,0.69,0.69,0,o
TcCLB.503611.50,429,0.37,0.09,0,o
TcCLB.503613.10,700,1.28,0.00,0,o
TcCLB.503613.20,247,0.05,0.00,0,o
TcCLB.503613.30,400,0.53,0.00,0,o
TcCLB.503613.40,157,22.04,21.91,1,o19-41i
TcCLB.503613.50,161,20.96,20.82,1,i7-25o
TcCLB.503613.60,414,0.01,0.00,0,o
TcCLB.503613.70,147,0.00,0.00,0,o
TcCLB.503613.79,176,8.71,7.89,0,o
TcCLB.503615.10,377,20.41,20.34,1,i13-32o
TcCLB.503619.10,437,0.04,0.00,0,o
TcCLB.503619.20,497,1.65,1.63,0,o
TcCLB.503619.25,103,0.06,0.06,0,i
TcCLB.503619.29,172,8.55,0.11,0,o
TcCLB.503619.39,65,0.00,0.00,0,i
TcCLB.503623.10,649,183.78,0.00,8,i248-270o311-333i354-376o386-408i455-477o482-504i511-533o548-570i
TcCLB.503627.20,1593,45.04,0.00,2,o757-779i788-810o
TcCLB.503627.9,364,0.85,0.05,0,o
TcCLB.503629.10,1148,0.16,0.01,0,o
TcCLB.503637.10,321,0.00,0.00,0,o
TcCLB.503637.20,1161,5.22,0.00,0,o
TcCLB.503637.30,844,0.20,0.00,0,o
TcCLB.503639.10,225,0.05,0.00,0,o
TcCLB.503639.20,342,0.00,0.00,0,o
TcCLB.503639.30,757,0.80,0.00,0,o
TcCLB.503641.10,864,3.08,1.84,0,o
TcCLB.503641.19,273,3.84,0.01,0,o
TcCLB.503643.10,852,0.42,0.00,0,o
TcCLB.503643.20,1409,0.47,0.31,0,o
TcCLB.503643.30,194,0.00,0.00,0,o
TcCLB.503643.3,162,2.89,0.04,0,o
TcCLB.503643.39,248,0.15,0.15,0,o
