LmjF.02.0230,992,23.20,0.00,1,i245-267o
LmjF.02.0240,904,23.70,0.42,1,i64-86o
LmjF.02.0250,1107,0.14,0.00,0,o
LmjF.02.0260,274,0.05,0.00,0,o
LmjF.02.0270,64,15.90,15.90,0,o
LmjF.02.0280,169,0.01,0.00,0,o
LmjF.02.0290,530,0.04,0.00,0,o
LmjF.02.0300,2390,338.58,0.05,14,i241-263o646-668i689-711o721-743i750-772o776-798i818-840o1526-1548i1699-1721o1746-1768i1781-1803o1813-1835i1847-1869o1884-1906i
LmjF.02.0310,694,0.02,0.00,0,o
LmjF.02.0320,324,0.24,0.01,0,o
LmjF.02.0330,1539,22.77,0.00,1,i192-214o
LmjF.02.0340,973,175.58,9.68,8,i46-68o78-100i247-269o517-536i768-790o889-911i918-940o945-963i
LmjF.02.0350,1051,1.70,0.00,0,o
LmjF.02.0360,381,0.22,0.00,0,o
LmjF.02.0370,527,0.00,0.00,0,o
LmjF.02.0380,459,0.83,0.00,0,o
LmjF.02.0390,152,0.10,0.00,0,o
LmjF.02.0400,55,37.40,37.40,2,i5-27o37-54i
LmjF.02.0410,989,0.01,0.00,0,o
LmjF.02.0420,1000,193.79,18.78,8,i21-40o157-179i330-352o362-382i708-727o742-764i877-899o904-923i
LmjF.02.0430,370,71.22,2.65,4,i143-165o232-254i275-294o314-336i
LmjF.02.0440,679,200.57,0.00,9,o331-353i378-400o420-442i449-471o486-508i529-551o587-606i613-635o650-672i
LmjF.02.0450,277,0.31,0.00,0,o
LmjF.02.0460,291,0.02,0.00,0,o
LmjF.02.0470,3155,0.50,0.31,0,o
LmjF.02.0480,242,0.00,0.00,0,o
LmjF.02.0490,710,0.00,0.00,0,o
LmjF.02.0500,953,0.07,0.00,0,o
LmjF.02.0510,170,0.09,0.09,0,o
LmjF.02.0520,1989,0.05,0.00,0,o
LmjF.02.0530,862,0.04,0.00,0,o
LmjF.02.0540,328,102.31,28.97,5,i2-24o52-69i177-199o276-298i305-327o
LmjF.02.0550,163,0.02,0.00,0,o
LmjF.02.0560,849,0.15,0.00,0,o
LmjF.02.0570,1424,45.15,0.00,2,o578-600i607-629o
LmjF.02.0580,3778,1.61,0.00,0,o
LmjF.02.0590,515,0.01,0.00,0,o
LmjF.02.0600,238,0.24,0.02,0,o
LmjF.02.0610,321,0.00,0.00,0,o
LmjF.02.0620,564,2.37,0.01,0,o
LmjF.02.0630,659,0.47,0.00,0,o
LmjF.02.0640,1409,0.07,0.00,0,o
LmjF.02.0650,315,0.00,0.00,0,o
LmjF.02.0660,930,0.10,0.00,0,o
LmjF.02.0670,313,36.38,8.62,0,o
LmjF.02.0680,377,5.01,0.00,0,o
LmjF.02.0690,454,0.01,0.00,0,o
LmjF.02.0700,937,0.00,0.00,0,o
LmjF.02.0710,817,0.46,0.46,0,o
LmjF.02.0720,80,0.02,0.01,0,o
LmjF.02.0730,128,0.01,0.01,0,o
LmjF.02.0740,678,0.05,0.00,0,o
LmjF.03.0010,1003,5.87,5.85,0,o
LmjF.03.0020,268,0.19,0.00,0,o
LmjF.03.0030,511,0.07,0.01,0,o
LmjF.03.0040,435,11.42,11.35,0,o
LmjF.03.0060,390,3.65,3.12,0,o
LmjF.03.0070,833,0.11,0.00,0,o
LmjF.03.0080,628,65.98,0.01,3,o444-466i496-518o522-541i
LmjF.03.0090,567,0.02,0.02,0,o
LmjF.03.0100,164,0.02,0.00,0,o
LmjF.03.0110,955,0.43,0.10,0,o
LmjF.03.0120,925,0.00,0.00,0,o
LmjF.03.0130,182,0.02,0.00,0,o
LmjF.03.0140,139,0.00,0.00,0,o
LmjF.03.0150,311,0.20,0.09,0,o
LmjF.03.0160,724,0.05,0.00,0,o
LmjF.03.0170,192,0.00,0.00,0,o
LmjF.03.0180,563,0.01,0.00,0,o
LmjF.03.0190,210,0.00,0.00,0,o
LmjF.03.0200,560,0.38,0.00,0,o
LmjF.03.0210,379,0.04,0.01,0,o
LmjF.03.0220,313,0.01,0.00,0,o
LmjF.03.0230,704,0.10,0.00,0,o
LmjF.03.0240,154,21.01,12.19,0,i
LmjF.03.0250,83,0.00,0.00,0,o
LmjF.03.0260,302,21.55,0.00,1,i228-250o
LmjF.03.0270,2354,0.00,0.00,0,o
LmjF.03.0280,975,0.13,0.00,0,o
LmjF.03.0290,439,33.57,0.00,0,o
LmjF.03.0310,2087,0.24,0.00,0,o
LmjF.03.0320,1032,0.00,0.00,0,o
LmjF.03.0330,630,0.56,0.08,0,o
LmjF.03.0340,377,18.64,18.56,1,i40-59o
LmjF.03.0350,1527,0.00,0.00,0,o
LmjF.03.0360,1660,2.46,0.00,0,o
LmjF.03.0370,310,121.89,0.00,5,o149-171i178-200o213-230i237-259o264-286i
LmjF.03.0380,370,124.72,0.00,5,o177-199i204-226o241-260i267-289o293-315i
LmjF.03.0390,478,20.43,0.00,0,o
LmjF.03.0400,303,124.39,0.00,6,i91-108o118-140i145-167o182-201i208-230o234-256i
LmjF.03.0410,683,261.23,0.00,12,i87-109o124-146i158-180o184-206i218-240o255-274i411-433o448-470i477-499o514-536i549-571o586-603i
LmjF.03.0420,1716,0.02,0.00,0,o
LmjF.03.0430,111,0.11,0.07,0,o
LmjF.03.0440,111,0.11,0.07,0,o
LmjF.03.0450,1703,0.14,0.00,0,o
LmjF.03.0460,1062,0.02,0.00,0,o
LmjF.03.0470,1005,108.55,0.01,6,i73-95o683-700i713-732o742-764i806-828o833-855i
LmjF.03.0480,1009,146.35,0.00,4,o414-436i502-524o612-634i712-734o
LmjF.03.0490,1022,161.98,0.01,7,o698-720i732-751o771-793i830-847o862-884i891-913o928-950i
LmjF.03.0500,572,223.82,39.89,10,o4-26i47-69o84-106i115-137o152-174i187-209o222-244i451-473o507-529i542-564o
LmjF.03.0510,2487,1.87,0.00,0,o
LmjF.03.0520,851,0.22,0.02,0,o
LmjF.03.0530,2083,0.01,0.01,0,o
LmjF.03.0540,396,0.01,0.00,0,o
LmjF.03.0550,1316,164.20,16.20,5,o586-608i998-1020o1072-1094i1259-1281o1286-1308i
LmjF.03.0560,718,31.62,0.00,0,o
LmjF.03.0570,332,4.10,0.43,0,o
LmjF.03.0580,178,0.03,0.03,0,o
LmjF.03.0590,1359,0.01,0.00,0,o
LmjF.03.0600,405,7.94,0.00,0,o
LmjF.03.0610,349,0.01,0.00,0,o
LmjF.03.0620,675,3.48,3.47,0,o
LmjF.03.0630,325,0.31,0.31,0,o
LmjF.03.0640,613,0.03,0.00,0,o
LmjF.03.0650,893,192.11,0.00,8,i307-329o376-398i411-433o437-459i466-488o534-552i717-735o771-793i
LmjF.03.0660,760,197.69,0.00,8,i196-218o233-255i268-290o295-317i326-348o358-380i644-666o701-723i
LmjF.03.0670,569,0.05,0.00,0,o
LmjF.03.0680,286,0.07,0.05,0,o
LmjF.03.0690,2211,0.30,0.00,0,o
LmjF.03.0700,2824,0.44,0.00,0,o
LmjF.03.0710,253,0.00,0.00,0,o
LmjF.03.0720,873,0.08,0.04,0,o
LmjF.03.0730,401,0.02,0.00,0,o
LmjF.03.0740,84,0.00,0.00,0,o
LmjF.03.0750,755,0.06,0.00,0,o
LmjF.03.0760,316,14.70,0.00,0,o
LmjF.03.0770,546,5.04,0.00,0,o
LmjF.03.0780,3112,0.11,0.00,0,o
LmjF.03.0790,435,0.09,0.02,0,o
LmjF.03.0800,2422,0.26,0.00,0,o
LmjF.03.0810,1078,124.01,0.00,4,o425-447i459-481o491-513i520-542o
LmjF.03.0820,2936,0.05,0.00,0,o
LmjF.03.0830,403,0.35,0.07,0,o
LmjF.03.0840,974,0.17,0.00,0,o
LmjF.03.0850,2382,0.00,0.00,0,o
LmjF.03.0860,1463,0.65,0.01,0,o
LmjF.03.0870,1390,0.01,0.00,0,o
LmjF.03.0880,1933,0.62,0.00,0,o
LmjF.03.0890,738,2.26,2.20,0,o
LmjF.03.0900,374,1.64,0.00,0,o
LmjF.03.0910,226,0.44,0.44,0,o
LmjF.03.0920,218,109.52,0.00,5,i74-96o101-123i136-155o160-182i195-217o
LmjF.03.0930,697,0.09,0.00,0,o
LmjF.03.0940,328,0.05,0.00,0,o
LmjF.03.0950,635,27.31,6.28,1,o578-600i
LmjF.03.0960,104,7.01,7.01,0,i
LmjF.03.0970,354,0.00,0.00,0,o
LmjF.03.0980,432,0.00,0.00,0,o
LmjF.04.0010,1023,173.27,0.01,7,i67-86o91-110i255-277o306-328i761-783o835-857i926-948o
LmjF.04.0020,301,154.90,45.48,7,o5-27i34-56o98-120i127-149o164-186i199-221o241-260i
LmjF.04.0030,725,6.13,0.00,0,o
LmjF.04.0035,73,20.88,20.88,1,o5-27i
LmjF.04.0040,439,0.76,0.53,0,o
LmjF.04.0045,167,0.04,0.00,0,o
LmjF.04.0050,516,0.00,0.00,0,o
LmjF.04.0060,262,0.00,0.00,0,o
LmjF.04.0070,245,0.17,0.13,0,o
LmjF.04.0080,158,0.00,0.00,0,o
LmjF.04.0090,1864,0.86,0.00,0,o
LmjF.04.0100,579,77.35,22.88,1,i21-43o
LmjF.04.0110,347,0.07,0.00,0,o
LmjF.04.0120,300,3.15,0.01,0,o
LmjF.04.0123,158,0.00,0.00,0,o
LmjF.04.0127,434,0.00,0.00,0,o
LmjF.04.0130,531,22.29,14.73,0,o
LmjF.04.0140,531,22.33,14.74,0,o
LmjF.04.0150,531,22.33,14.74,0,o
LmjF.04.0160,531,22.33,14.74,0,o
LmjF.04.0170,531,22.33,14.74,0,o
LmjF.04.0180,504,25.80,19.72,1,i5-24o
LmjF.04.0190,709,27.38,22.52,1,i7-29o
LmjF.04.0200,182,10.44,3.95,0,o
LmjF.04.0210,277,39.80,20.26,2,o15-34i252-274o
LmjF.04.0220,354,46.41,23.72,2,o5-27i267-289o
LmjF.04.0230,258,35.92,21.24,2,i7-26o51-73i
LmjF.04.0240,290,0.05,0.01,0,o
LmjF.04.0250,1469,0.11,0.00,0,o
LmjF.04.0260,268,0.01,0.00,0,o
LmjF.04.0270,480,0.01,0.00,0,o
LmjF.04.0280,2093,8.85,7.37,0,o
LmjF.04.0290,447,0.20,0.00,0,o
LmjF.04.0300,252,0.00,0.00,0,o
LmjF.04.0310,640,18.92,18.92,1,i5-24o
LmjF.04.0320,486,0.01,0.00,0,o
LmjF.04.0330,857,0.43,0.32,0,o
LmjF.04.0340,184,1.05,1.05,0,o
LmjF.04.0350,2158,0.11,0.00,0,o
LmjF.04.0370,268,0.00,0.00,0,o
LmjF.04.0380,353,0.05,0.00,0,o
LmjF.04.0390,244,40.21,17.27,1,o160-182i
LmjF.04.0400,340,0.00,0.00,0,o
LmjF.04.0410,1125,0.14,0.00,0,o
LmjF.04.0420,361,0.09,0.09,0,o
LmjF.04.0430,4124,46.02,19.72,2,i35-57o4083-4105i
LmjF.04.0440,1367,0.01,0.00,0,o
LmjF.04.0450,854,0.01,0.00,0,o
LmjF.04.0460,479,0.03,0.00,0,o
LmjF.04.0465,1108,1.10,0.00,0,o
LmjF.04.0470,188,0.09,0.00,0,i
LmjF.04.0480,190,0.04,0.03,0,o
LmjF.04.0490,318,0.00,0.00,0,o
LmjF.04.0500,3012,0.10,0.00,0,o
LmjF.04.0510,1504,140.30,0.00,4,o935-957i978-1000o1339-1361i1449-1471o
LmjF.04.0520,1070,126.62,0.06,6,o513-530i537-555o570-592i605-627o705-724i781-803o
LmjF.04.0530,448,0.02,0.00,0,o
LmjF.04.0540,588,0.00,0.00,0,o
LmjF.04.0550,1527,0.14,0.00,0,o
LmjF.04.0560,300,0.16,0.07,0,o
LmjF.04.0570,1565,0.25,0.00,0,o
LmjF.04.0580,300,1.26,0.00,0,o
LmjF.04.0590,267,108.33,22.28,5,i33-55o92-114i184-206o211-233i246-265o
LmjF.04.0600,3063,154.75,42.06,4,o5-27i40-62o482-504i672-694o
LmjF.04.0610,168,0.00,0.00,0,o
LmjF.04.0620,1246,0.00,0.00,0,o
LmjF.04.0625,338,0.00,0.00,0,o
LmjF.04.0630,200,25.06,0.06,1,o166-188i
LmjF.04.0640,329,89.32,17.98,4,o47-69i231-253o279-298i305-324o
LmjF.04.0650,1236,0.73,0.00,0,o
LmjF.04.0660,149,9.88,2.57,0,o
LmjF.04.0670,152,14.76,2.97,0,o
LmjF.04.0680,148,0.16,0.00,0,o
LmjF.04.0690,754,0.02,0.00,0,o
LmjF.04.0700,1114,1.87,0.00,0,o
LmjF.04.0710,794,0.01,0.00,0,o
LmjF.04.0720,716,0.08,0.00,0,o
LmjF.04.0730,768,0.09,0.00,0,o
LmjF.04.0740,816,0.56,0.34,0,o
LmjF.04.0750,213,0.03,0.00,0,i
LmjF.04.0760,244,0.01,0.00,0,o
LmjF.04.0770,172,0.00,0.00,0,o
LmjF.04.0780,573,181.98,0.00,8,i91-113o128-150i163-185o195-217i295-317o347-369i420-442o462-484i
LmjF.04.0790,1077,0.00,0.00,0,o
LmjF.04.0800,372,21.35,21.35,1,i20-42o
LmjF.04.0810,671,0.06,0.02,0,o
LmjF.04.0820,501,0.11,0.00,0,o
LmjF.04.0830,1312,0.04,0.00,0,o
LmjF.04.0840,891,0.13,0.00,0,o
LmjF.04.0850,400,109.98,0.22,4,o196-218i275-297o345-364i371-393o
LmjF.04.0860,409,54.94,14.71,1,i124-146o
LmjF.04.0870,1241,0.10,0.08,0,o
LmjF.04.0880,180,0.00,0.00,0,o
LmjF.04.0890,1279,0.20,0.00,0,o
LmjF.04.0900,1892,0.05,0.00,0,o
LmjF.04.0910,248,2.76,2.75,0,o
LmjF.04.0920,599,0.48,0.04,0,o
LmjF.04.0930,358,0.04,0.02,0,o
LmjF.04.0940,487,1.43,1.27,0,o
LmjF.04.0950,213,0.03,0.00,0,i
LmjF.04.0960,211,0.02,0.02,0,o
LmjF.04.0970,508,0.01,0.00,0,o
LmjF.04.0975,497,0.09,0.00,0,o
LmjF.04.0980,1201,0.38,0.00,0,o
LmjF.04.0990,444,1.39,1.39,0,o
LmjF.04.1000,1178,259.40,0.00,12,o144-166i194-216o243-265i307-329o344-363i370-392o397-419i431-453o521-543i550-572o587-604i611-633o
LmjF.04.1010,222,0.00,0.00,0,o
LmjF.04.1020,208,63.34,0.00,2,i79-101o182-204i
LmjF.04.1030,194,89.03,31.47,4,o23-45i52-74o89-111i118-140o
LmjF.04.1040,385,64.65,0.00,3,i68-85o100-122i129-148o
LmjF.04.1050,356,46.51,18.99,2,o20-39i52-71o
LmjF.04.1060,485,0.02,0.00,0,o
LmjF.04.1070,129,1.03,0.00,0,o
LmjF.04.1080,890,0.01,0.00,0,o
LmjF.04.1090,1329,0.00,0.00,0,o
LmjF.04.1100,224,0.09,0.08,0,o
LmjF.04.1110,952,205.12,1.16,9,i62-84o89-111i239-261o276-296i659-681o696-718i739-761o788-810i823-841o
LmjF.04.1120,876,1.50,0.00,0,o
LmjF.04.1130,310,15.55,0.24,0,o
LmjF.04.1140,300,0.00,0.00,0,o
LmjF.04.1150,168,5.31,4.10,0,o
LmjF.04.1160,351,0.59,0.01,0,o
LmjF.04.1165,437,22.23,0.00,1,o270-292i
LmjF.04.1170,311,0.03,0.01,0,o
LmjF.04.1180,2491,1.01,0.05,0,o
LmjF.04.1190,523,0.14,0.00,0,o
LmjF.04.1200,187,0.01,0.00,0,o
LmjF.04.1210,368,0.07,0.06,0,o
LmjF.04.1220,1061,0.61,0.01,0,o
LmjF.04.1230,376,1.24,0.00,0,o
LmjF.05.0010,915,0.00,0.00,0,o
LmjF.05.0020,139,0.00,0.00,0,o
LmjF.05.0030,195,0.13,0.13,0,o
LmjF.05.0040,581,0.00,0.00,0,o
LmjF.05.0050,833,0.02,0.00,0,o
LmjF.05.0060,833,0.01,0.00,0,o
LmjF.05.0070,91,0.45,0.02,0,o
LmjF.05.0080,201,0.01,0.00,0,o
LmjF.05.0090,179,0.00,0.00,0,o
LmjF.05.0100,636,0.07,0.00,0,o
LmjF.05.0110,123,0.00,0.00,0,o
LmjF.05.0120,338,0.41,0.21,0,o
LmjF.05.0130,432,11.67,0.03,0,o
LmjF.05.0140,674,3.91,0.00,0,o
LmjF.05.0150,441,0.16,0.06,0,o
LmjF.05.0160,518,0.00,0.00,0,o
LmjF.05.0170,761,0.24,0.00,0,o
LmjF.05.0180,477,10.13,7.05,0,o
LmjF.05.0190,364,0.00,0.00,0,o
LmjF.05.0200,789,0.00,0.00,0,o
LmjF.05.0210,1491,1.98,0.00,0,o
LmjF.05.0220,665,0.01,0.00,0,o
LmjF.05.0230,642,0.60,0.00,0,o
LmjF.05.0240,1239,22.83,0.05,1,i76-98o
LmjF.05.0250,97,17.12,17.12,0,o
LmjF.05.0260,393,0.00,0.00,0,o
LmjF.05.0270,319,0.02,0.00,0,o
LmjF.05.0280,224,100.96,28.12,4,i7-29o100-119i139-161o184-206i
LmjF.05.0285,173,0.07,0.00,0,o
LmjF.05.0290,485,116.32,0.21,4,i91-113o128-150i332-354o359-381i
LmjF.05.0300,881,0.04,0.02,0,o
LmjF.05.0310,180,0.02,0.01,0,o
LmjF.05.0320,31,8.59,8.59,0,i
LmjF.05.0330,993,1.22,0.00,0,o
LmjF.05.0340,371,0.00,0.00,0,o
LmjF.05.0350,491,0.88,0.73,0,o
LmjF.05.0360,625,0.93,0.28,0,o
LmjF.05.0370,328,0.01,0.00,0,o
LmjF.05.0380,1819,0.02,0.00,0,o
LmjF.05.0390,719,0.06,0.05,0,o
LmjF.05.0400,1210,0.04,0.01,0,o
LmjF.05.0410,920,0.05,0.00,0,o
LmjF.05.0420,111,0.01,0.00,0,o
LmjF.05.0430,673,0.12,0.00,0,o
LmjF.05.0440,854,0.04,0.00,0,o
LmjF.05.0450,196,0.04,0.00,0,o
LmjF.05.0460,627,0.11,0.00,0,o
LmjF.05.0470,343,3.27,0.18,0,o
LmjF.05.0480,574,270.75,20.00,13,i21-41o66-88i95-112o127-149i156-178o188-205i363-385o389-411i418-440o444-462i469-491o501-523i536-558o
LmjF.05.0490,259,20.37,2.38,0,o
LmjF.05.0500,574,5.01,0.58,0,o
LmjF.05.0510,574,5.01,0.58,0,o
LmjF.05.0520,340,4.30,0.00,0,o
LmjF.05.0530,2061,0.02,0.00,0,o
LmjF.05.0540,135,0.01,0.00,0,o
LmjF.05.0550,319,0.03,0.00,0,o
LmjF.05.0560,418,18.83,0.00,1,o363-380i
LmjF.05.0570,410,0.01,0.00,0,o
LmjF.05.0580,784,101.32,0.47,5,i156-178o297-316i409-431o446-468i473-490o
LmjF.05.0590,1005,0.25,0.00,0,o
LmjF.05.0600,902,0.03,0.00,0,o
LmjF.05.0610,927,0.05,0.00,0,o
LmjF.05.0620,874,0.02,0.02,0,o
LmjF.05.0630,1227,0.04,0.00,0,o
LmjF.05.0640,1894,0.78,0.00,0,o
LmjF.05.0650,866,0.05,0.00,0,o
LmjF.05.0660,323,0.08,0.00,0,o
LmjF.05.0670,2544,0.01,0.00,0,o
LmjF.05.0680,346,60.90,0.00,2,o189-211i288-310o
LmjF.05.0690,2687,0.03,0.00,0,o
LmjF.05.0700,1743,1.42,1.35,0,o
LmjF.05.0710,1423,0.01,0.00,0,o
LmjF.05.0720,1348,0.61,0.00,0,o
LmjF.05.0730,738,0.00,0.00,0,o
LmjF.05.0740,365,0.04,0.00,0,o
LmjF.05.0750,825,5.01,4.97,0,o
LmjF.05.0760,1254,0.01,0.00,0,o
LmjF.05.0770,1356,0.54,0.50,0,o
LmjF.05.0780,147,18.72,0.00,0,o
LmjF.05.0790,388,0.00,0.00,0,o
LmjF.05.0800,439,0.00,0.00,0,o
LmjF.05.0810,163,89.04,20.74,4,i38-60o65-87i100-122o126-148i
LmjF.05.0820,941,0.16,0.00,0,o
LmjF.05.0830,306,0.03,0.02,0,o
LmjF.05.0840,1396,0.00,0.00,0,o
LmjF.05.0850,664,0.00,0.00,0,o
LmjF.05.0860,155,0.00,0.00,0,o
LmjF.05.0870,1922,1.01,1.00,0,o
LmjF.05.0880,205,20.74,0.21,1,i120-139o
LmjF.05.0890,1980,1.60,0.00,0,o
LmjF.05.0900,286,45.24,20.45,1,i7-29o
LmjF.05.0910,1078,23.24,3.11,1,i75-97o
LmjF.05.0920,1114,0.01,0.00,0,o
LmjF.05.0930,464,18.72,0.00,1,o437-454i
LmjF.05.0940,1298,0.00,0.00,0,o
LmjF.05.0950,907,22.40,9.08,1,i51-73o
LmjF.05.0960,679,0.33,0.32,0,o
LmjF.05.0970,370,0.26,0.00,0,o
LmjF.05.0980,481,0.03,0.00,0,o
LmjF.05.0990,90,0.00,0.00,0,o
LmjF.05.1000,103,0.00,0.00,0,o
LmjF.05.1010,615,1.16,0.12,0,o
LmjF.05.1020,919,6.95,0.00,0,o
LmjF.05.1030,145,22.98,0.27,1,o103-125i
LmjF.05.1040,357,0.02,0.00,0,o
LmjF.05.1050,443,0.00,0.00,0,o
LmjF.05.1060,478,0.03,0.00,0,o
LmjF.05.1070,509,22.51,22.51,1,i7-29o
LmjF.05.1080,726,0.02,0.00,0,o
LmjF.05.1090,574,0.02,0.01,0,o
LmjF.05.1100,245,0.07,0.00,0,o
LmjF.05.1110,1224,0.05,0.04,0,o
LmjF.05.1120,111,40.08,39.99,2,i5-22o37-59i
LmjF.05.1130,564,0.15,0.11,0,o
LmjF.05.1140,357,0.01,0.00,0,o
LmjF.05.1160,836,0.10,0.10,0,o
LmjF.05.1170,249,147.19,24.10,7,o23-45i66-88o98-120i127-146o156-178i191-213o217-236i
LmjF.05.1180,458,0.02,0.00,0,o
LmjF.05.1190,1960,0.00,0.00,0,o
LmjF.05.1200,132,0.00,0.00,0,o
LmjF.05.1210,396,0.00,0.00,0,o
LmjF.05.1215,284,32.70,16.81,0,o
LmjF.05.1220,572,0.01,0.00,0,o
LmjF.05.1230,599,22.14,22.10,1,i21-43o
LmjF.06.0010,100,0.00,0.00,0,i
LmjF.06.0020,535,0.41,0.01,0,o
LmjF.06.0030,675,0.03,0.00,0,o
LmjF.06.0040,291,0.01,0.00,0,o
LmjF.06.0050,470,0.03,0.01,0,o
LmjF.06.0060,321,0.00,0.00,0,o
LmjF.06.0070,458,1.06,1.05,0,o
