gene_id,fdr
LmjF.12.0630,0.522 
LmjF.21.0010,0.522 
LmjF.25.0020,0.522 
LmjF.27.0470,0.522 
LmjF.30.3730,0.522 
LmjF.01.0730,0.548 
LmjF.02.0200,0.548 
LmjF.02.0300,0.548 
LmjF.11.1250,0.548 
LmjF.14.1320,0.548 
LmjF.23.1080,0.548 
LmjF.30.1540,0.548 
LmjF.32.0390,0.548 
LmjF.12.0080,0.575 
LmjF.25.1670,0.575 
LmjF.25.1770,0.575 
LmjF.31.1790,0.575 
LmjF.31.1820,0.575 
LmjF.31.3190,0.575 
LmjF.33.0318,0.575 
LmjF.33.0330,0.575 
LmjF.35.0010,0.575 
LmjF.36.6320,0.575 
LmjF.07.1170,0.604 
LmjF.11.1270,0.604 
LmjF.13.1640,0.604 
LmjF.19.0800,0.604 
LmjF.20.0480,0.604 
LmjF.30.3720,0.604 
LmjF.31.0320,0.604 
LmjF.31.2150,0.604 
LmjF.33.1380,0.604 
LmjF.35.2210,0.604 
LmjF.06.0960,0.627 
LmjF.11.1290,0.627 
LmjF.13.0220,0.627 
LmjF.14.0720,0.627 
LmjF.15.1060,0.627 
LmjF.15.1100,0.627 
LmjF.16.0280,0.627 
LmjF.19.0190,0.627 
LmjF.22.1300,0.627 
LmjF.23.0250,0.627 
LmjF.25.0720,0.627 
LmjF.25.1460,0.627 
LmjF.28.2410,0.627 
LmjF.28.2740,0.627 
LmjF.28.2750,0.627 
LmjF.30.2080,0.627 
LmjF.30.2910,0.627 
LmjF.30.3110,0.627 
LmjF.36.2860,0.627 
LmjF.36.4510,0.627 
LmjF.14.0850,0.652 
LmjF.18.0790,0.652 
LmjF.20.0100,0.652 
LmjF.20.1280,0.652 
LmjF.21.1630,0.652 
LmjF.23.0050,0.652 
LmjF.23.0380,0.652 
LmjF.23.0680,0.652 
LmjF.27.0970,0.652 
LmjF.30.3500,0.652 
LmjF.31.2960,0.652 
LmjF.32.2440,0.652 
LmjF.32.2740,0.652 
LmjF.36.0420,0.652 
LmjF.36.1620,0.652 
LmjF.36.2040,0.652 
LmjF.36.5620,0.652 
LmjF.07.0025,0.675 
LmjF.09.0150,0.675 
LmjF.09.0154,0.675 
LmjF.09.0158,0.675 
LmjF.09.0162,0.675 
LmjF.09.0166,0.675 
LmjF.11.0210,0.675 
LmjF.11.1100,0.675 
LmjF.15.1010,0.675 
LmjF.21.0840,0.675 
LmjF.22.1360,0.675 
LmjF.25.2360,0.675 
LmjF.26.0140,0.675 
LmjF.28.0520,0.675 
LmjF.29.1230,0.675 
LmjF.32.1370,0.675 
LmjF.32.2560,0.675 
LmjF.32.3970,0.675 
LmjF.35.5330,0.675 
LmjF.09.0230,0.698 
LmjF.14.0680,0.698 
LmjF.19.0180,0.698 
LmjF.21.0845,0.698 
LmjF.32.1750,0.698 
LmjF.35.0030,0.698 
LmjF.35.3010,0.698 
LmjF.36.3810,0.698 
LmjF.10.1160,0.720 
LmjF.11.0040,0.720 
LmjF.12.0160,0.720 
LmjF.14.1370,0.720 
LmjF.18.1080,0.720 
LmjF.23.0270,0.720 
LmjF.25.2380,0.720 
LmjF.29.1160,0.720 
LmjF.32.3780,0.720 
LmjF.33.1630,0.720 
LmjF.35.4770,0.720 
LmjF.36.3760,0.720 
LmjF.06.1050,0.741 
LmjF.10.0300,0.741 
LmjF.10.0490,0.741 
LmjF.11.0520,0.741 
LmjF.14.0320,0.741 
LmjF.14.0660,0.741 
LmjF.14.0690,0.741 
LmjF.16.0030,0.741 
LmjF.16.1600,0.741 
LmjF.17.1160,0.741 
LmjF.18.0220,0.741 
LmjF.21.0810,0.741 
LmjF.24.1770,0.741 
LmjF.27.2440,0.741 
LmjF.28.0980,0.741 
LmjF.28.1960,0.741 
LmjF.35.0460,0.741 
LmjF.36.0330,0.741 
LmjF.36.0550,0.741 
LmjF.07.0440,0.756 
LmjF.32.0120,0.756 
LmjF.33.0300,0.756 
LmjF.35.1420,0.756 
LmjF.36.0650,0.756 
LmjF.36.1900,0.756 
LmjF.36.3800,0.756 
LmjF.02.0460,0.773 
LmjF.06.0560,0.773 
LmjF.14.0710,0.773 
LmjF.15.0760,0.773 
LmjF.15.1040,0.773 
LmjF.15.1080,0.773 
LmjF.15.1160,0.773 
LmjF.17.0070,0.773 
LmjF.20.1365,0.773 
LmjF.21.0760,0.773 
LmjF.36.2360,0.773 
LmjF.36.6290,0.773 
LmjF.12.0530,0.789 
LmjF.13.0440,0.789 
LmjF.14.0960,0.789 
LmjF.14.1400,0.789 
LmjF.18.1520,0.789 
LmjF.19.1630,0.789 
LmjF.20.0510,0.789 
LmjF.28.2290,0.789 
LmjF.30.0270,0.789 
LmjF.32.2640,0.789 
LmjF.32.3790,0.789 
LmjF.06.0090,0.807 
LmjF.18.1510,0.807 
LmjF.19.0200,0.807 
LmjF.19.0860,0.807 
LmjF.19.0870,0.807 
LmjF.19.0900,0.807 
LmjF.19.1440,0.807 
LmjF.22.0230,0.807 
LmjF.25.1900,0.807 
LmjF.28.0090,0.807 
LmjF.30.0080,0.807 
LmjF.31.0540,0.807 
LmjF.02.0170,0.824 
LmjF.09.0040,0.824 
LmjF.20.1310,0.824 
LmjF.23.0220,0.824 
LmjF.32.3080,0.824 
LmjF.35.3910,0.824 
LmjF.36.0590,0.824 
LmjF.14.1360,0.840 
LmjF.19.1120,0.840 
LmjF.20.0110,0.840 
LmjF.23.1710,0.840 
LmjF.30.2600,0.840 
LmjF.30.3630,0.840 
LmjF.26.0030,0.855 
LmjF.27.0670,0.855 
LmjF.30.0370,0.855 
LmjF.31.1290,0.855 
LmjF.32.3890,0.855 
LmjF.33.1420,0.855 
LmjF.35.4410,0.855 
LmjF.02.0160,0.867 
LmjF.04.1170,0.867 
LmjF.09.0172,0.867 
LmjF.10.0210,0.867 
LmjF.10.0710,0.867 
LmjF.10.0720,0.867 
LmjF.16.1200,0.867 
LmjF.17.0180,0.867 
LmjF.25.0010,0.867 
LmjF.34.4530,0.867 
LmjF.09.0770,0.879 
LmjF.10.0200,0.879 
LmjF.19.1250,0.879 
LmjF.26.0330,0.879 
LmjF.32.1830,0.879 
LmjF.36.0050,0.879 
LmjF.04.1160,0.890 
LmjF.15.0510,0.890 
LmjF.15.0520,0.890 
LmjF.17.0250,0.890 
LmjF.18.0030,0.890 
LmjF.21.0790,0.890 
LmjF.25.0910,0.890 
LmjF.32.3320,0.890 
LmjF.35.0080,0.890 
LmjF.36.0190,0.890 
LmjF.36.0860,0.890 
LmjF.05.0970,0.899 
LmjF.15.0300,0.899 
LmjF.36.0720,0.899 
LmjF.09.0180,0.909 
LmjF.14.0670,0.909 
LmjF.19.0850,0.909 
LmjF.19.0880,0.909 
LmjF.20.0400,0.909 
LmjF.25.1470,0.909 
LmjF.25.2095,0.909 
LmjF.32.0760,0.909 
LmjF.36.6830,0.909 
LmjF.03.0620,0.919 
LmjF.05.1230,0.919 
LmjF.08.0200,0.919 
LmjF.08.1200,0.919 
LmjF.19.1650,0.919 
LmjF.25.1090,0.919 
LmjF.29.1270,0.919 
LmjF.30.3190,0.919 
LmjF.32.3990,0.919 
LmjF.35.5010,0.919 
LmjF.19.0840,0.927 
LmjF.19.0844,0.927 
LmjF.19.0848,0.927 
LmjF.23.0950,0.927 
LmjF.35.1120,0.927 
LmjF.02.0180,0.937 
LmjF.18.0270,0.937 
LmjF.25.2230,0.937 
LmjF.27.1620,0.937 
LmjF.31.3090,0.937 
LmjF.32.1820,0.937 
LmjF.02.0190,0.942 
LmjF.23.0760,0.942 
LmjF.23.1165,0.942 
LmjF.36.0880,0.942 
LmjF.10.0950,0.948 
LmjF.16.0790,0.948 
LmjF.19.0660,0.948 
LmjF.31.3060,0.948 
LmjF.10.0470,0.954 
LmjF.16.0990,0.954 
LmjF.18.0890,0.954 
LmjF.24.1890,0.954 
LmjF.25.0530,0.954 
LmjF.06.0050,0.960 
LmjF.15.1290,0.960 
LmjF.19.0820,0.960 
LmjF.04.0460,0.964 
LmjF.23.0125,0.964 
LmjF.29.1640,0.964 
LmjF.32.3250,0.964 
LmjF.33.1330,0.964 
LmjF.02.0230,0.968 
LmjF.10.0510,0.968 
LmjF.21.1810,0.968 
LmjF.27.1580,0.968 
LmjF.28.2860,0.968 
LmjF.31.1280,0.968 
LmjF.32.1640,0.968 
LmjF.33.1895,0.968 
LmjF.26.0810,0.975 
LmjF.26.1620,0.975 
LmjF.09.0250,0.978 
LmjF.17.0810,0.980 
LmjF.21.1080,0.980 
LmjF.18.0960,0.983 
LmjF.32.1580,0.983 
LmjF.25.0750,0.985 
LmjF.15.1250,0.990 
LmjF.22.0530,0.990 
LmjF.26.0820,0.990 
LmjF.21.1565,0.993 
LmjF.36.0220,0.998 
LmjF.34.4560,0.999 
LmjF.31.1960,0.002 
LmjF.31.1970,0.005 
LmjF.26.1310,0.007 
LmjF.08.1140,0.010 
LmjF.31.0370,0.014 
LmjF.34.0900,0.036 
LmjF.36.2570,0.043 
LmjF.07.0260,0.050 
LmjF.26.1050,0.050 
LmjF.18.1540,0.060 
LmjF.01.0450,0.074 
LmjF.24.1270,0.074 
LmjF.35.1350,0.091 
LmjF.01.0160,0.129 
LmjF.23.0290,0.129 
LmjF.24.1880,0.129 
LmjF.28.0810,0.129 
LmjF.11.0680,0.154 
LmjF.19.0420,0.182 
LmjF.22.0030,0.182 
LmjF.27.0430,0.182 
LmjF.17.1460,0.216 
LmjF.18.1580,0.216 
LmjF.34.0820,0.216 
LmjF.14.1355,0.252 
LmjF.17.0235,0.252 
LmjF.19.0070,0.252 
LmjF.33.1150,0.252 
LmjF.18.1660,0.288 
LmjF.23.1170,0.288 
LmjF.28.2960,0.288 
LmjF.36.1640,0.288 
LmjF.18.0200,0.323 
LmjF.18.1090,0.323 
LmjF.21.1680,0.323 
LmjF.25.1740,0.323 
LmjF.34.4390,0.323 
LmjF.35.2160,0.323 
LmjF.35.2820,0.323 
LmjF.10.1110,0.360 
LmjF.12.1170,0.360 
LmjF.19.0670,0.360 
LmjF.21.0140,0.360 
LmjF.23.1060,0.360 
LmjF.23.1070,0.360 
LmjF.33.0792,0.360 
LmjF.36.0537,0.360 
LmjF.36.5720,0.360 
LmjF.16.1440,0.394 
LmjF.30.0180,0.394 
LmjF.35.1580,0.394 
LmjF.13.0080,0.428 
LmjF.13.1370,0.428 
LmjF.21.0280,0.428 
LmjF.21.0710,0.428 
LmjF.33.1220,0.428 
LmjF.35.4760,0.428 
LmjF.36.0480,0.428 
LmjF.09.1200,0.463 
LmjF.11.0320,0.463 
LmjF.16.1065,0.463 
LmjF.29.2750,0.463 
LmjF.01.0220,0.493 
LmjF.10.0910,0.493 
LmjF.12.0390,0.493 
LmjF.18.0260,0.493 
LmjF.18.1420,0.493 
LmjF.28.0550,0.493 
LmjF.33.0314,0.493 
LmjF.33.0316,0.493 
LmjF.33.0320,0.493 
LmjF.33.0340,0.493 
LmjF.33.0346,0.493 
LmjF.33.0355,0.493 
LmjF.33.0360,0.493 
LmjF.36.0570,0.493 
LmjF.18.0250,0.522 
LmjF.19.1420,0.522 
LmjF.30.2580,0.522 
LmjF.04.1230,0.548 
LmjF.07.0010,0.548 
LmjF.11.1220,0.548 
LmjF.18.0920,0.548 
LmjF.20.0420,0.548 
LmjF.23.1050,0.548 
LmjF.23.1086,0.548 
LmjF.27.0290,0.548 
LmjF.30.2330,0.548 
LmjF.32.1130,0.548 
LmjF.32.1510,0.548 
LmjF.35.3540,0.548 
LmjF.03.0340,0.575 
LmjF.11.0470,0.575 
LmjF.30.0350,0.575 
LmjF.35.5150,0.575 
LmjF.36.4020,0.575 
LmjF.36.5150,0.575 
LmjF.06.0860,0.604 
LmjF.10.0450,0.604 
LmjF.15.1490,0.604 
LmjF.24.1720,0.604 
LmjF.25.1080,0.604 
LmjF.27.0680,0.604 
LmjF.29.0640,0.604 
LmjF.30.0590,0.604 
LmjF.31.2190,0.604 
LmjF.32.2030,0.604 
LmjF.32.3440,0.604 
LmjF.35.2220,0.604 
LmjF.36.0430,0.604 
LmjF.15.1140,0.627 
LmjF.18.0830,0.627 
LmjF.25.0730,0.627 
LmjF.29.1380,0.627 
LmjF.31.1430,0.627 
LmjF.31.2610,0.627 
LmjF.32.2110,0.627 
LmjF.34.4520,0.627 
LmjF.35.1960,0.627 
LmjF.35.2080,0.627 
LmjF.35.2550,0.627 
LmjF.35.3000,0.627 
LmjF.35.4890,0.627 
LmjF.36.2870,0.627 
LmjF.36.6730,0.627 
LmjF.26.1755,0.652 
LmjF.30.3520,0.652 
LmjF.33.0240,0.652 
LmjF.16.1570,0.675 
LmjF.17.1020,0.675 
LmjF.28.2000,0.675 
LmjF.30.2740,0.675 
LmjF.35.0500,0.675 
LmjF.36.1260,0.675 
LmjF.36.6280,0.675 
LmjF.07.0130,0.698 
LmjF.09.0170,0.698 
LmjF.10.0990,0.698 
LmjF.13.0140,0.698 
LmjF.14.0730,0.698 
LmjF.16.0575,0.698 
LmjF.18.0740,0.698 
LmjF.22.0710,0.698 
LmjF.28.0822,0.698 
LmjF.29.0740,0.698 
LmjF.29.2880,0.698 
LmjF.33.2910,0.698 
LmjF.36.1610,0.698 
LmjF.14.0650,0.720 
LmjF.20.0580,0.720 
LmjF.27.0980,0.720 
LmjF.28.1280,0.720 
LmjF.28.2050,0.720 
LmjF.29.1030,0.720 
LmjF.30.2320,0.720 
LmjF.30.3440,0.720 
LmjF.32.2620,0.720 
LmjF.33.0030,0.720 
LmjF.33.0310,0.720 
LmjF.33.0410,0.720 
LmjF.35.4110,0.720 
LmjF.35.4660,0.720 
LmjF.03.0080,0.741 
LmjF.07.0350,0.741 
LmjF.12.0590,0.741 
LmjF.18.0450,0.741 
LmjF.21.0720,0.741 
LmjF.21.1450,0.741 
LmjF.21.1720,0.741 
LmjF.25.0320,0.741 
LmjF.27.1440,0.741 
LmjF.28.0310,0.741 
LmjF.29.0880,0.741 
LmjF.32.3310,0.741 
LmjF.35.1540,0.741 
LmjF.35.4130,0.741 
LmjF.36.1200,0.741 
LmjF.36.2390,0.741 
LmjF.36.2610,0.741 
LmjF.14.0640,0.756 
LmjF.14.1045,0.756 
LmjF.21.1780,0.756 
LmjF.24.1410,0.756 
LmjF.31.0570,0.756 
LmjF.31.1800,0.756 
LmjF.35.4720,0.756 
LmjF.05.1210,0.773 
LmjF.14.0705,0.773 
LmjF.15.1120,0.773 
LmjF.21.1710,0.773 
LmjF.27.0890,0.773 
LmjF.29.0890,0.773 
LmjF.36.6940,0.773 
LmjF.06.0490,0.789 
LmjF.17.0100,0.789 
LmjF.26.2670,0.789 
LmjF.30.0020,0.789 
LmjF.31.0580,0.789 
LmjF.31.2400,0.789 
LmjF.32.2660,0.789 
LmjF.33.0610,0.789 
LmjF.36.3750,0.789 
LmjF.36.6470,0.789 
LmjF.04.0980,0.807 
LmjF.06.0080,0.807 
LmjF.06.0640,0.807 
LmjF.07.0430,0.807 
LmjF.09.0152,0.807 
LmjF.10.1120,0.807 
LmjF.16.0380,0.807 
LmjF.18.1130,0.807 
LmjF.19.0210,0.807 
LmjF.20.0030,0.807 
LmjF.26.0210,0.807 
LmjF.26.1060,0.807 
LmjF.27.1950,0.807 
LmjF.28.1820,0.807 
LmjF.29.0960,0.807 
LmjF.30.3480,0.807 
LmjF.33.0770,0.807 
LmjF.35.3610,0.807 
LmjF.07.0460,0.824 
LmjF.07.1160,0.824 
LmjF.12.0380,0.824 
LmjF.15.0970,0.824 
LmjF.18.0810,0.824 
LmjF.20.1370,0.824 
LmjF.21.0850,0.824 
LmjF.24.1220,0.824 
LmjF.24.2045,0.824 
LmjF.27.1870,0.824 
LmjF.29.1150,0.824 
LmjF.32.0820,0.824 
LmjF.33.1740,0.824 
LmjF.09.0164,0.840 
LmjF.17.0890,0.840 
LmjF.25.1120,0.840 
LmjF.26.1230,0.840 
LmjF.28.2830,0.840 
LmjF.32.0280,0.840 
LmjF.32.2090,0.840 
LmjF.33.2260,0.840 
LmjF.35.0020,0.840 
LmjF.36.3130,0.840 
LmjF.15.1310,0.855 
LmjF.18.0400,0.855 
LmjF.18.1480,0.855 
LmjF.19.0150,0.855 
LmjF.24.0180,0.855 
LmjF.26.0800,0.855 
LmjF.28.0940,0.855 
LmjF.28.1710,0.855 
LmjF.30.2350,0.855 
LmjF.31.0050,0.855 
LmjF.31.0350,0.855 
LmjF.32.0490,0.855 
LmjF.36.1350,0.855 
LmjF.36.3280,0.855 
LmjF.36.5850,0.855 
LmjF.09.0156,0.867 
LmjF.09.0160,0.867 
LmjF.10.0715,0.867 
LmjF.18.1170,0.867 
LmjF.22.1210,0.867 
LmjF.27.1100,0.867 
LmjF.29.2320,0.867 
LmjF.32.0810,0.867 
LmjF.33.2110,0.867 
LmjF.35.5350,0.867 
LmjF.36.4540,0.867 
LmjF.03.0090,0.879 
LmjF.06.0100,0.879 
LmjF.09.0970,0.879 
LmjF.26.0550,0.879 
LmjF.35.1400,0.879 
LmjF.36.6300,0.879 
LmjF.01.0315,0.890 
LmjF.09.1360,0.890 
LmjF.11.1240,0.890 
LmjF.25.1040,0.890 
LmjF.30.0980,0.890 
LmjF.30.2410,0.890 
LmjF.31.0130,0.890 
LmjF.32.2995,0.890 
LmjF.36.0180,0.890 
LmjF.36.1955,0.890 
LmjF.36.5350,0.890 
LmjF.14.1160,0.899 
LmjF.16.1550,0.899 
LmjF.22.0520,0.899 
LmjF.22.1450,0.899 
LmjF.31.2750,0.899 
LmjF.35.0560,0.899 
LmjF.19.0910,0.909 
LmjF.21.1840,0.909 
LmjF.26.0240,0.909 
LmjF.27.1860,0.909 
LmjF.29.0720,0.909 
LmjF.30.3320,0.909 
LmjF.31.0330,0.909 
LmjF.31.2940,0.909 
LmjF.04.1220,0.919 
LmjF.13.1390,0.919 
LmjF.28.0710,0.919 
LmjF.31.0020,0.919 
LmjF.33.3170,0.919 
LmjF.35.5360,0.919 
LmjF.36.1670,0.919 
LmjF.36.3590,0.919 
LmjF.36.3930,0.919 
LmjF.09.1480,0.927 
LmjF.12.0060,0.927 
LmjF.30.0120,0.927 
LmjF.02.0220,0.937 
LmjF.35.2240,0.937 
LmjF.36.6650,0.937 
LmjF.15.0060,0.942 
LmjF.27.1760,0.942 
LmjF.28.2370,0.942 
LmjF.32.0080,0.942 
LmjF.22.0160,0.948 
LmjF.32.2998,0.948 
LmjF.35.4200,0.948 
LmjF.19.0842,0.954 
LmjF.25.1210,0.954 
LmjF.33.2070,0.954 
LmjF.10.1080,0.960 
LmjF.19.0846,0.960 
LmjF.25.0260,0.960 
LmjF.30.1880,0.960 
LmjF.36.2890,0.964 
LmjF.29.1010,0.972 
LmjF.30.0200,0.972 
LmjF.35.5040,0.972 
LmjF.36.3500,0.972 
LmjF.31.0870,0.975 
LmjF.31.0880,0.975 
LmjF.32.0190,0.975 
LmjF.33.2310,0.975 
LmjF.31.0340,0.980 
LmjF.02.0490,0.983 
LmjF.12.0045,0.983 
LmjF.27.0860,0.983 
LmjF.33.2900,0.983 
LmjF.35.4050,0.983 
LmjF.08.1150,0.985 
LmjF.26.0860,0.985 
LmjF.27.1275,0.989 
LmjF.28.0580,0.994 
LmjF.28.1670,0.994 
LmjF.29.0620,0.994 
LmjF.33.1860,0.994 
LmjF.17.1375,0.997 
LmjF.22.1260,0.997 
LmjF.25.0080,0.997 
LmjF.26.1140,0.998 
LmjF.28.2930,0.998 
LmjF.33.0490,0.999 
LmjF.36.4480,0.999 
LmjF.14.0770,0.001 
LmjF.33.0160,0.009 
LmjF.08.0850,0.026 
LmjF.32.1070,0.026 
LmjF.04.0560,0.050 
LmjF.11.0060,0.060 
LmjF.12.0930,0.060 
LmjF.19.1260,0.074 
LmjF.19.0100,0.091 
LmjF.36.5640,0.091 
LmjF.26.2690,0.109 
LmjF.07.0490,0.154 
LmjF.16.0850,0.182 
LmjF.29.1490,0.182 
LmjF.04.0760,0.216 
LmjF.13.0240,0.216 
LmjF.25.1645,0.216 
LmjF.02.0270,0.252 
LmjF.03.0930,0.252 
LmjF.06.0980,0.252 
LmjF.29.0020,0.252 
LmjF.31.2560,0.252 
LmjF.07.0820,0.288 
LmjF.11.0310,0.288 
LmjF.28.2280,0.288 
LmjF.29.2140,0.288 
LmjF.36.4780,0.288 
LmjF.11.0360,0.323 
LmjF.11.1030,0.323 
LmjF.21.0470,0.323 
LmjF.24.0100,0.323 
LmjF.27.0070,0.323 
LmjF.29.1840,0.323 
LmjF.32.0780,0.323 
LmjF.35.3980,0.323 
LmjF.08.0750,0.360 
LmjF.11.0475,0.360 
LmjF.15.1190,0.360 
LmjF.24.0440,0.360 
LmjF.30.0750,0.360 
LmjF.08.1270,0.394 
LmjF.17.0050,0.394 
LmjF.28.2850,0.394 
LmjF.35.2810,0.394 
LmjF.35.3060,0.394 
LmjF.01.0180,0.428 
LmjF.19.1050,0.428 
LmjF.27.1110,0.428 
LmjF.32.0700,0.428 
LmjF.35.2920,0.428 
LmjF.36.4490,0.428 
LmjF.12.0880,0.463 
LmjF.13.0320,0.463 
LmjF.21.0895,0.463 
LmjF.36.2530,0.463 
LmjF.36.5550,0.463 
LmjF.09.0140,0.493 
LmjF.28.2870,0.493 
LmjF.30.1140,0.493 
LmjF.31.0900,0.493 
LmjF.33.0115,0.493 
LmjF.35.1060,0.493 
LmjF.36.1470,0.493 
LmjF.36.5970,0.493 
LmjF.25.0680,0.522 
LmjF.35.1980,0.522 
LmjF.36.3340,0.522 
LmjF.07.0170,0.548 
LmjF.17.0920,0.548 
LmjF.21.0410,0.548 
LmjF.25.1220,0.548 
LmjF.29.0320,0.548 
LmjF.31.2130,0.548 
LmjF.32.0330,0.548 
LmjF.35.2480,0.548 
LmjF.35.4080,0.548 
LmjF.01.0190,0.575 
LmjF.07.1130,0.575 
LmjF.08.0020,0.575 
LmjF.17.0710,0.575 
LmjF.20.0120,0.575 
LmjF.33.1470,0.575 
LmjF.33.1910,0.575 
LmjF.35.4680,0.575 
LmjF.35.5230,0.575 
LmjF.36.1510,0.575 
LmjF.36.2130,0.575 
LmjF.36.5210,0.575 
LmjF.06.0820,0.604 
LmjF.13.1090,0.604 
LmjF.14.0190,0.604 
LmjF.26.0710,0.604 
LmjF.26.1550,0.604 
LmjF.26.2090,0.604 
LmjF.26.2340,0.604 
LmjF.27.0020,0.604 
LmjF.29.2180,0.604 
LmjF.36.2190,0.604 
LmjF.36.3440,0.604 
LmjF.03.0810,0.627 
LmjF.04.0035,0.627 
LmjF.10.0220,0.627 
LmjF.12.0840,0.627 
LmjF.14.0590,0.627 
LmjF.19.0740,0.627 
LmjF.30.1030,0.627 
LmjF.36.1310,0.627 
LmjF.36.6985,0.627 
LmjF.15.1210,0.652 
LmjF.18.1630,0.652 
LmjF.24.1810,0.652 
LmjF.28.0100,0.652 
LmjF.30.2940,0.652 
LmjF.35.2690,0.652 
LmjF.04.1020,0.675 
LmjF.14.0280,0.675 
LmjF.21.1210,0.675 
LmjF.26.0190,0.675 
LmjF.31.1510,0.675 
LmjF.31.2890,0.675 
LmjF.33.2960,0.675 
LmjF.35.0220,0.675 
LmjF.35.1750,0.675 
LmjF.36.5110,0.675 
LmjF.02.0450,0.698 
LmjF.04.0480,0.698 
LmjF.09.0830,0.698 
LmjF.09.1370,0.698 
LmjF.16.0600,0.698 
LmjF.22.0960,0.698 
LmjF.26.0900,0.698 
LmjF.31.2990,0.698 
LmjF.33.0580,0.698 
LmjF.33.2390,0.698 
LmjF.33.2580,0.698 
LmjF.35.5120,0.698 
LmjF.10.1140,0.720 
LmjF.12.0220,0.720 
LmjF.16.0180,0.720 
LmjF.21.0430,0.720 
LmjF.24.1700,0.720 
LmjF.26.1350,0.720 
LmjF.29.1950,0.720 
LmjF.36.3570,0.720 
LmjF.09.1170,0.741 
LmjF.10.1020,0.741 
LmjF.14.0830,0.741 
LmjF.22.0070,0.741 
LmjF.25.0670,0.741 
LmjF.25.1970,0.741 
LmjF.26.1880,0.741 
LmjF.28.0470,0.741 
LmjF.29.0080,0.741 
LmjF.31.2010,0.741 
LmjF.35.1570,0.741 
LmjF.35.3550,0.741 
LmjF.36.5790,0.741 
LmjF.36.6810,0.741 
LmjF.06.1230,0.756 
LmjF.09.0420,0.756 
LmjF.24.2030,0.756 
LmjF.31.0980,0.756 
LmjF.35.0790,0.756 
LmjF.35.1270,0.756 
LmjF.11.0800,0.773 
LmjF.14.0540,0.773 
LmjF.16.1490,0.773 
LmjF.23.0223,0.773 
LmjF.23.1720,0.773 
LmjF.26.1670,0.773 
LmjF.27.2480,0.773 
LmjF.31.0460,0.773 
LmjF.31.1310,0.773 
LmjF.32.0980,0.773 
LmjF.36.3090,0.773 
LmjF.36.3360,0.773 
LmjF.36.6370,0.773 
LmjF.04.1070,0.789 
LmjF.11.1330,0.789 
LmjF.17.0720,0.789 
LmjF.22.1250,0.789 
LmjF.24.0480,0.789 
LmjF.30.3120,0.789 
LmjF.35.1150,0.789 
LmjF.35.1470,0.789 
LmjF.35.2730,0.789 
LmjF.09.1540,0.807 
LmjF.16.1300,0.807 
LmjF.24.1310,0.807 
LmjF.30.1530,0.807 
LmjF.33.1020,0.807 
LmjF.35.3020,0.807 
LmjF.36.1150,0.807 
LmjF.36.3290,0.807 
LmjF.36.5320,0.807 
LmjF.36.6465,0.807 
LmjF.06.1000,0.824 
LmjF.09.0840,0.824 
