gene,pathway
FBgn0033879,path:dme00071
FBgn0011768,path:dme00071
FBgn0034432,path:dme00071
FBgn0263120,path:dme00071
FBgn0035203,path:dme00071
FBgn0031813,path:dme00071
FBgn0031824,path:dme00071
FBgn0036857,path:dme00071
FBgn0034628,path:dme00071
FBgn0034629,path:dme00071
FBgn0031877,path:dme00072
FBgn0029969,path:dme00072
FBgn0035298,path:dme00072
FBgn0262112,path:dme00072
FBgn0261446,path:dme00072
FBgn0010611,path:dme00072
FBgn0035203,path:dme00072
FBgn0030485,path:dme00100
FBgn0037612,path:dme00100
FBgn0036992,path:dme00130
FBgn0035245,path:dme00130
FBgn0029502,path:dme00130
FBgn0030558,path:dme00130
FBgn0030460,path:dme00130
FBgn0053544,path:dme00130
FBgn0031713,path:dme00130
FBgn0032922,path:dme00130
FBgn0037574,path:dme00130
FBgn0013672,path:dme00190
FBgn0013673,path:dme00190
FBgn0013674,path:dme00190
FBgn0013675,path:dme00190
FBgn0013676,path:dme00190
FBgn0013678,path:dme00190
FBgn0039112,path:dme00190
FBgn0034645,path:dme00190
FBgn0033020,path:dme00190
FBgn0032833,path:dme00190
FBgn0037402,path:dme00190
FBgn0015324,path:dme00190
FBgn0031830,path:dme00190
FBgn0031831,path:dme00190
FBgn0010217,path:dme00190
FBgn0034251,path:dme00190
FBgn0031228,path:dme00190
FBgn0028664,path:dme00190
FBgn0039331,path:dme00190
FBgn0266582,path:dme00190
FBgn0031021,path:dme00190
FBgn0031505,path:dme00190
FBgn0265262,path:dme00190
FBgn0032373,path:dme00190
FBgn0035521,path:dme00190
FBgn0033961,path:dme00190
FBgn0033706,path:dme00190
FBgn0001989,path:dme00190
FBgn0015031,path:dme00190
FBgn0036830,path:dme00190
FBgn0031066,path:dme00190
FBgn0034245,path:dme00190
FBgn0039651,path:dme00190
FBgn0019624,path:dme00190
FBgn0038458,path:dme00190
FBgn0040705,path:dme00190
FBgn0028671,path:dme00190
FBgn0261439,path:dme00190
FBgn0034877,path:dme00190
FBgn0027779,path:dme00190
FBgn0005671,path:dme00190
FBgn0039830,path:dme00190
FBgn0039576,path:dme00190
FBgn0037579,path:dme00190
FBgn0028670,path:dme00190
FBgn0029971,path:dme00190
FBgn0039909,path:dme00190
FBgn0039669,path:dme00190
FBgn0040773,path:dme00190
FBgn0017566,path:dme00190
FBgn0028665,path:dme00190
FBgn0028342,path:dme00190
FBgn0050093,path:dme00190
FBgn0028669,path:dme00190
FBgn0050354,path:dme00190
FBgn0051477,path:dme00190
FBgn0262736,path:dme00190
FBgn0051644,path:dme00190
FBgn0051648,path:dme00190
FBgn0029888,path:dme00190
FBgn0028668,path:dme00190
FBgn0028667,path:dme00190
FBgn0031436,path:dme00190
FBgn0052230,path:dme00190
FBgn0014028,path:dme00190
FBgn0038224,path:dme00190
FBgn0085468,path:dme00190
FBgn0029868,path:dme00190
FBgn0030733,path:dme00190
FBgn0011211,path:dme00190
FBgn0025839,path:dme00190
FBgn0035046,path:dme00190
FBgn0263598,path:dme00190
FBgn0034938,path:dme00190
FBgn0017567,path:dme00190
FBgn0058002,path:dme00190
FBgn0085736,path:dme00190
FBgn0250814,path:dme00190
FBgn0016691,path:dme00190
FBgn0016119,path:dme00190
FBgn0016687,path:dme00190
FBgn0035032,path:dme00190
FBgn0035600,path:dme00190
FBgn0032222,path:dme00190
FBgn0032464,path:dme00190
FBgn0036568,path:dme00190
FBgn0030605,path:dme00190
FBgn0030853,path:dme00190
FBgn0036222,path:dme00190
FBgn0027785,path:dme00190
FBgn0037001,path:dme00190
FBgn0016120,path:dme00190
FBgn0010612,path:dme00190
FBgn0026753,path:dme00190
FBgn0019957,path:dme00190
FBgn0047038,path:dme00190
FBgn0036706,path:dme00190
FBgn0037860,path:dme00190
FBgn0037873,path:dme00190
FBgn0032294,path:dme00190
FBgn0037172,path:dme00190
FBgn0028662,path:dme00190
FBgn0262514,path:dme00190
FBgn0263911,path:dme00190
FBgn0031941,path:dme00190
FBgn0030975,path:dme00190
FBgn0021906,path:dme00190
FBgn0036728,path:dme00190
FBgn0020235,path:dme00190
FBgn0028663,path:dme00190
FBgn0038613,path:dme00190
FBgn0033570,path:dme00190
FBgn0262515,path:dme00190
FBgn0262511,path:dme00190
FBgn0034007,path:dme00190
FBgn0022097,path:dme00190
FBgn0019644,path:dme00190
FBgn0262512,path:dme00190
FBgn0040377,path:dme00190
FBgn0031684,path:dme00190
FBgn0011227,path:dme00190
FBgn0021967,path:dme00190
FBgn0262513,path:dme00190
FBgn0014391,path:dme00190
FBgn0030610,path:dme00190
FBgn0031771,path:dme00190
FBgn0011361,path:dme00190
FBgn0030718,path:dme00190
FBgn0032511,path:dme00190
FBgn0034576,path:dme00190
FBgn0040529,path:dme00190
FBgn0011455,path:dme00190
FBgn0013679,path:dme00190
FBgn0013680,path:dme00190
FBgn0013681,path:dme00190
FBgn0262952,path:dme00190
FBgn0013683,path:dme00190
FBgn0013684,path:dme00190
FBgn0013685,path:dme00190
FBgn0026565,path:dme00220
FBgn0030478,path:dme00220
FBgn0001145,path:dme00220
FBgn0023535,path:dme00220
FBgn0001142,path:dme00220
FBgn0001125,path:dme00220
FBgn0261625,path:dme00220
FBgn0039071,path:dme00220
FBgn0001098,path:dme00220
FBgn0037818,path:dme00220
FBgn0011676,path:dme00220
FBgn0039049,path:dme00220
FBgn0001124,path:dme00220
FBgn0032076,path:dme00220
FBgn0041194,path:dme00230
FBgn0019938,path:dme00230
FBgn0033952,path:dme00230
FBgn0033984,path:dme00230
FBgn0035644,path:dme00230
FBgn0024150,path:dme00230
FBgn0037046,path:dme00230
FBgn0028402,path:dme00230
FBgn0086447,path:dme00230
FBgn0039241,path:dme00230
FBgn0037121,path:dme00230
FBgn0037115,path:dme00230
FBgn0036337,path:dme00230
FBgn0034726,path:dme00230
FBgn0039846,path:dme00230
FBgn0003275,path:dme00230
FBgn0036099,path:dme00230
FBgn0033538,path:dme00230
FBgn0039650,path:dme00230
FBgn0033571,path:dme00230
FBgn0037661,path:dme00230
FBgn0027903,path:dme00230
FBgn0036723,path:dme00230
FBgn0038057,path:dme00230
FBgn0043002,path:dme00230
FBgn0038903,path:dme00230
FBgn0039218,path:dme00230
FBgn0042092,path:dme00230
FBgn0013973,path:dme00230
FBgn0038435,path:dme00230
FBgn0038436,path:dme00230
FBgn0023416,path:dme00230
FBgn0003277,path:dme00230
FBgn0039809,path:dme00230
FBgn0035348,path:dme00230
FBgn0022709,path:dme00230
FBgn0040509,path:dme00230
FBgn0040510,path:dme00230
FBgn0030687,path:dme00230
FBgn0027493,path:dme00230
FBgn0003204,path:dme00230
FBgn0034898,path:dme00230
FBgn0261436,path:dme00230
FBgn0000109,path:dme00230
FBgn0026602,path:dme00230
FBgn0038601,path:dme00230
FBgn0013972,path:dme00230
FBgn0000150,path:dme00230
FBgn0004901,path:dme00230
FBgn0031462,path:dme00230
FBgn0050016,path:dme00230
FBgn0050103,path:dme00230
FBgn0050104,path:dme00230
FBgn0051155,path:dme00230
FBgn0051183,path:dme00230
FBgn0283494,path:dme00230
FBgn0000053,path:dme00230
FBgn0051713,path:dme00230
FBgn0051793,path:dme00230
FBgn0262955,path:dme00230
FBgn0034568,path:dme00230
FBgn0052301,path:dme00230
FBgn0052305,path:dme00230
FBgn0000479,path:dme00230
FBgn0052549,path:dme00230
FBgn0052626,path:dme00230
FBgn0004855,path:dme00230
FBgn0053051,path:dme00230
FBgn0010197,path:dme00230
FBgn0034988,path:dme00230
FBgn0061362,path:dme00230
FBgn0262954,path:dme00230
FBgn0085370,path:dme00230
FBgn0085386,path:dme00230
FBgn0003116,path:dme00230
FBgn0038467,path:dme00230
FBgn0031657,path:dme00230
FBgn0037995,path:dme00230
FBgn0283467,path:dme00230
FBgn0020513,path:dme00230
FBgn0003278,path:dme00230
FBgn0036648,path:dme00230
FBgn0038295,path:dme00230
FBgn0259101,path:dme00230
FBgn0259171,path:dme00230
FBgn0263757,path:dme00230
FBgn0263738,path:dme00230
FBgn0264815,path:dme00230
FBgn0266377,path:dme00230
FBgn0034225,path:dme00230
FBgn0036775,path:dme00230
FBgn0003076,path:dme00230
FBgn0037900,path:dme00230
FBgn0030573,path:dme00230
FBgn0011703,path:dme00230
FBgn0038951,path:dme00230
FBgn0259676,path:dme00230
FBgn0040507,path:dme00230
FBgn0005696,path:dme00230
FBgn0263600,path:dme00230
FBgn0040508,path:dme00230
FBgn0036752,path:dme00230
FBgn0036751,path:dme00230
FBgn0030914,path:dme00230
FBgn0259113,path:dme00230
FBgn0042094,path:dme00230
FBgn0036030,path:dme00230
FBgn0264326,path:dme00230
FBgn0032634,path:dme00230
FBgn0038952,path:dme00230
FBgn0267385,path:dme00230
FBgn0011762,path:dme00230
FBgn0003961,path:dme00230
FBgn0036188,path:dme00230
FBgn0038258,path:dme00230
FBgn0003308,path:dme00230
FBgn0026373,path:dme00230
FBgn0004852,path:dme00230
FBgn0033377,path:dme00230
FBgn0038237,path:dme00230
FBgn0004463,path:dme00230
FBgn0028997,path:dme00230
FBgn0020389,path:dme00230
FBgn0033754,path:dme00230
FBgn0031663,path:dme00230
FBgn0011704,path:dme00230
FBgn0000052,path:dme00230
FBgn0022710,path:dme00230
FBgn0000239,path:dme00230
FBgn0032059,path:dme00230
FBgn0003301,path:dme00230
FBgn0038172,path:dme00230
FBgn0003961,path:dme00232
FBgn0003308,path:dme00232
FBgn0019938,path:dme00240
FBgn0035644,path:dme00240
FBgn0028402,path:dme00240
FBgn0086447,path:dme00240
FBgn0037121,path:dme00240
FBgn0034726,path:dme00240
FBgn0039846,path:dme00240
FBgn0037170,path:dme00240
FBgn0003275,path:dme00240
FBgn0033538,path:dme00240
FBgn0033571,path:dme00240
FBgn0027903,path:dme00240
FBgn0038057,path:dme00240
FBgn0043002,path:dme00240
FBgn0038903,path:dme00240
FBgn0039218,path:dme00240
FBgn0042092,path:dme00240
FBgn0023023,path:dme00240
FBgn0003277,path:dme00240
FBgn0039809,path:dme00240
FBgn0035348,path:dme00240
FBgn0030687,path:dme00240
FBgn0031489,path:dme00240
FBgn0034898,path:dme00240
FBgn0003189,path:dme00240
FBgn0038601,path:dme00240
FBgn0020653,path:dme00240
FBgn0086450,path:dme00240
FBgn0000150,path:dme00240
FBgn0031265,path:dme00240
FBgn0050103,path:dme00240
FBgn0050104,path:dme00240
FBgn0037513,path:dme00240
FBgn0051155,path:dme00240
FBgn0051713,path:dme00240
FBgn0262955,path:dme00240
FBgn0024920,path:dme00240
FBgn0052549,path:dme00240
FBgn0004855,path:dme00240
FBgn0053051,path:dme00240
FBgn0034988,path:dme00240
FBgn0061362,path:dme00240
FBgn0262954,path:dme00240
FBgn0003257,path:dme00240
FBgn0031657,path:dme00240
FBgn0034800,path:dme00240
FBgn0283467,path:dme00240
FBgn0003278,path:dme00240
FBgn0259101,path:dme00240
FBgn0263757,path:dme00240
FBgn0263738,path:dme00240
FBgn0250837,path:dme00240
FBgn0022029,path:dme00240
FBgn0034225,path:dme00240
FBgn0036775,path:dme00240
FBgn0037900,path:dme00240
FBgn0030573,path:dme00240
FBgn0011703,path:dme00240
FBgn0038951,path:dme00240
FBgn0035639,path:dme00240
FBgn0259676,path:dme00240
FBgn0034299,path:dme00240
FBgn0005696,path:dme00240
FBgn0263600,path:dme00240
FBgn0028833,path:dme00240
FBgn0039464,path:dme00240
FBgn0259113,path:dme00240
FBgn0263398,path:dme00240
FBgn0264326,path:dme00240
FBgn0032634,path:dme00240
FBgn0036959,path:dme00240
FBgn0011762,path:dme00240
FBgn0036188,path:dme00240
FBgn0026373,path:dme00240
FBgn0004463,path:dme00240
FBgn0032003,path:dme00240
FBgn0032002,path:dme00240
FBgn0032001,path:dme00240
FBgn0028997,path:dme00240
FBgn0031663,path:dme00240
FBgn0011704,path:dme00240
FBgn0000447,path:dme00240
FBgn0041194,path:dme00250
FBgn0037186,path:dme00250
FBgn0033543,path:dme00250
FBgn0027341,path:dme00250
FBgn0026565,path:dme00250
FBgn0039580,path:dme00250
FBgn0004516,path:dme00250
FBgn0030478,path:dme00250
FBgn0027493,path:dme00250
FBgn0001145,path:dme00250
FBgn0003189,path:dme00250
FBgn0001142,path:dme00250
FBgn0004901,path:dme00250
FBgn0270926,path:dme00250
FBgn0038467,path:dme00250
FBgn0014031,path:dme00250
FBgn0001125,path:dme00250
FBgn0261625,path:dme00250
FBgn0039071,path:dme00250
FBgn0039349,path:dme00250
FBgn0001098,path:dme00250
FBgn0036403,path:dme00250
FBgn0037138,path:dme00250
FBgn0036927,path:dme00250
FBgn0000153,path:dme00250
FBgn0037687,path:dme00250
FBgn0001124,path:dme00250
FBgn0032076,path:dme00250
FBgn0036663,path:dme00250
FBgn0039094,path:dme00260
FBgn0036208,path:dme00260
FBgn0031860,path:dme00260
FBgn0037186,path:dme00260
FBgn0001112,path:dme00260
FBgn0014427,path:dme00260
FBgn0037370,path:dme00260
FBgn0014869,path:dme00260
FBgn0031148,path:dme00260
FBgn0011270,path:dme00260
FBgn0029823,path:dme00260
FBgn0020764,path:dme00260
FBgn0023129,path:dme00260
FBgn0014031,path:dme00260
FBgn0037801,path:dme00260
FBgn0000566,path:dme00260
FBgn0036997,path:dme00260
FBgn0038074,path:dme00260
FBgn0032350,path:dme00260
FBgn0034276,path:dme00260
FBgn0032287,path:dme00260
FBgn0036762,path:dme00260
FBgn0027945,path:dme00260
FBgn0037684,path:dme00260
FBgn0030594,path:dme00260
FBgn0030592,path:dme00260
FBgn0036857,path:dme00260
FBgn0031428,path:dme00260
FBgn0001258,path:dme00270
FBgn0032726,path:dme00270
FBgn0036327,path:dme00270
FBgn0036328,path:dme00270
FBgn0030518,path:dme00270
FBgn0037186,path:dme00270
FBgn0039849,path:dme00270
FBgn0014455,path:dme00270
FBgn0037305,path:dme00270
FBgn0038080,path:dme00270
FBgn0033856,path:dme00270
FBgn0030558,path:dme00270
FBgn0030482,path:dme00270
FBgn0031148,path:dme00270
FBgn0040319,path:dme00270
FBgn0005278,path:dme00270
FBgn0052068,path:dme00270
FBgn0052495,path:dme00270
FBgn0001125,path:dme00270
FBgn0036272,path:dme00270
FBgn0034215,path:dme00270
FBgn0046114,path:dme00270
FBgn0019932,path:dme00270
FBgn0000566,path:dme00270
FBgn0262782,path:dme00270
FBgn0034364,path:dme00270
FBgn0030882,path:dme00270
FBgn0262559,path:dme00270
FBgn0037723,path:dme00270
FBgn0001124,path:dme00270
FBgn0015011,path:dme00270
FBgn0035371,path:dme00270
FBgn0031877,path:dme00280
FBgn0029969,path:dme00280
FBgn0037186,path:dme00280
FBgn0035298,path:dme00280
FBgn0035811,path:dme00280
FBgn0034390,path:dme00280
FBgn0030482,path:dme00280
FBgn0039993,path:dme00280
FBgn0023537,path:dme00280
FBgn0039877,path:dme00280
FBgn0051075,path:dme00280
FBgn0042083,path:dme00280
FBgn0012036,path:dme00280
FBgn0036824,path:dme00280
FBgn0010611,path:dme00280
FBgn0028479,path:dme00280
FBgn0025352,path:dme00280
FBgn0040064,path:dme00280
FBgn0038742,path:dme00280
FBgn0043456,path:dme00280
FBgn0037999,path:dme00280
FBgn0038326,path:dme00280
FBgn0030612,path:dme00280
FBgn0033879,path:dme00280
FBgn0035911,path:dme00280
FBgn0021765,path:dme00280
FBgn0036762,path:dme00280
FBgn0036927,path:dme00280
FBgn0037709,path:dme00280
FBgn0033761,path:dme00280
FBgn0035203,path:dme00280
FBgn0036857,path:dme00280
FBgn0030482,path:dme00290
FBgn0037684,path:dme00290
FBgn0036857,path:dme00300
FBgn0033830,path:dme00310
FBgn0029969,path:dme00310
FBgn0032857,path:dme00310
FBgn0010352,path:dme00310
FBgn0086908,path:dme00310
FBgn0025639,path:dme00310
FBgn0030486,path:dme00310
FBgn0040372,path:dme00310
FBgn0051075,path:dme00310
FBgn0051915,path:dme00310
FBgn0011474,path:dme00310
FBgn0035240,path:dme00310
FBgn0012036,path:dme00310
FBgn0023518,path:dme00310
FBgn0040022,path:dme00310
FBgn0264495,path:dme00310
FBgn0038795,path:dme00310
FBgn0263755,path:dme00310
FBgn0263740,path:dme00310
FBgn0028479,path:dme00310
FBgn0037841,path:dme00310
FBgn0039559,path:dme00310
FBgn0037891,path:dme00310
FBgn0030575,path:dme00310
FBgn0036147,path:dme00310
FBgn0033879,path:dme00310
FBgn0025687,path:dme00310
FBgn0003862,path:dme00310
FBgn0005386,path:dme00310
FBgn0035203,path:dme00310
FBgn0031824,path:dme00310
FBgn0036857,path:dme00310
FBgn0031860,path:dme00330
FBgn0039616,path:dme00330
FBgn0003423,path:dme00330
FBgn0039779,path:dme00330
FBgn0039782,path:dme00330
FBgn0259979,path:dme00330
FBgn0023535,path:dme00330
FBgn0042182,path:dme00330
FBgn0051014,path:dme00330
FBgn0051015,path:dme00330
FBgn0051016,path:dme00330
FBgn0051017,path:dme00330
FBgn0039776,path:dme00330
FBgn0051075,path:dme00330
FBgn0051524,path:dme00330
FBgn0000116,path:dme00330
FBgn0052064,path:dme00330
FBgn0052199,path:dme00330
FBgn0052201,path:dme00330
FBgn0052351,path:dme00330
FBgn0085374,path:dme00330
FBgn0012036,path:dme00330
FBgn0036793,path:dme00330
FBgn0001125,path:dme00330
FBgn0036272,path:dme00330
FBgn0034132,path:dme00330
FBgn0038373,path:dme00330
FBgn0259795,path:dme00330
FBgn0019932,path:dme00330
FBgn0035957,path:dme00330
FBgn0038516,path:dme00330
FBgn0015781,path:dme00330
FBgn0035915,path:dme00330
FBgn0036403,path:dme00330
FBgn0011676,path:dme00330
FBgn0037138,path:dme00330
FBgn0037146,path:dme00330
FBgn0037723,path:dme00330
FBgn0001124,path:dme00330
FBgn0013308,path:dme00330
FBgn0013307,path:dme00330
FBgn0022774,path:dme00330
FBgn0036857,path:dme00330
FBgn0039784,path:dme00330
FBgn0039783,path:dme00330
FBgn0026190,path:dme00330
FBgn0039780,path:dme00330
FBgn0000422,path:dme00340
FBgn0010548,path:dme00340
FBgn0023522,path:dme00340
FBgn0259979,path:dme00340
FBgn0051075,path:dme00340
FBgn0005619,path:dme00340
FBgn0012036,path:dme00340
FBgn0036857,path:dme00340
FBgn0005626,path:dme00350
FBgn0000422,path:dme00350
FBgn0010548,path:dme00350
FBgn0036992,path:dme00350
FBgn0030558,path:dme00350
FBgn0016013,path:dme00350
FBgn0010329,path:dme00350
FBgn0000055,path:dme00350
FBgn0001125,path:dme00350
FBgn0283437,path:dme00350
FBgn0261363,path:dme00350
FBgn0040211,path:dme00350
FBgn0011768,path:dme00350
FBgn0001124,path:dme00350
FBgn0037696,path:dme00350
FBgn0037697,path:dme00350
FBgn0000422,path:dme00360
FBgn0010548,path:dme00360
FBgn0036992,path:dme00360
FBgn0030558,path:dme00360
FBgn0001125,path:dme00360
FBgn0001208,path:dme00360
FBgn0001124,path:dme00360
FBgn0000422,path:dme00380
FBgn0029969,path:dme00380
FBgn0010352,path:dme00380
